time,timestamp,frontend_adservice,frontend_currencyservice,checkoutservice_productcatalogservice,frontend_productcatalogservice,recommendationservice_productcatalogservice,checkoutservice_emailservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_shippingservice,checkoutservice_currencyservice,checkoutservice_cartservice,frontend_recommendationservice,frontend_checkoutservice,frontend_cartservice
2022-08-23 16:02:28.898825865 +0000 UTC m=+14580.881262141,1661270548,0.013648649,0.008009259,0.0059375,0.004181818,0.003346667,0.003333333,0.0045,0.0034,0.003888889,0.064285714,0.0075,0.008013699,0.2,0.006506849
2022-08-23 16:03:28.707440244 +0000 UTC m=+14640.689876519,1661270608,0.014230769,0.009213483,0.0045,0.004138889,0.003307692,0.003,0.004333333,0.003615385,0.004333333,0.02125,0.005833333,0.007933333,0.333333333,0.006214286
2022-08-23 16:04:28.669558533 +0000 UTC m=+14700.651994834,1661270668,0.014883721,0.009478261,0.005833333,0.003734066,0.003426667,0.003666667,0.00625,0.003285714,0.003,0.005,0.00625,0.008084416,0.25,0.003987342
2022-08-23 16:05:28.677310501 +0000 UTC m=+14760.659746784,1661270728,0.75,0.008103448,0.0033,0.003653061,0.003342857,0.003,0.003571429,0.003333333,0.003428571,0.01,0.004090909,0.0078125,0.175,0.004233333
2022-08-23 16:06:28.794794519 +0000 UTC m=+14820.777230795,1661270788,0.75,0.006950758,0.009166667,0.004739437,0.0035625,0.0075,0.006666667,0.004066667,0.005,0.004,0.007142857,0.007971014,0.175,0.0051
2022-08-23 16:07:28.606465788 +0000 UTC m=+14880.588902063,1661270848,0.75,0.026470588,0.007,0.004189189,0.003981132,0.003,0.003,0.0038,0.003666667,0.003909091,0.006666667,0.0085,0.175,0.00557377
2022-08-23 16:08:28.751776539 +0000 UTC m=+14940.734212843,1661270908,0.033333333,0.007786458,0.003933333,0.003846154,0.003363636,0.003,0.004,0.0036,0.004,0.004647059,0.005,0.007972973,0.19375,0.005737705
2022-08-23 16:09:28.652632194 +0000 UTC m=+15000.635068469,1661270968,0.014166667,0.007846715,0.005,0.003978836,0.003315789,0.003666667,0.005,0.0039,0.003666667,0.0035,0.0042,0.007833333,0.175,0.004253731
2022-08-23 16:10:29.168607627 +0000 UTC m=+15061.151043909,1661271029,0.012171053,0.009174312,0.004,0.003825472,0.003478873,0.003,0.0075,0.0036,0.003666667,0.004333333,0.003666667,0.008040541,0.3125,0.004806452
2022-08-23 16:11:28.777143827 +0000 UTC m=+15120.759580101,1661271088,0.014807692,0.007521186,0.004777778,0.004171913,0.003455696,0.003,0.0042,0.004333333,0.003133333,0.004846154,0.005625,0.008140244,0.333333333,0.004623188
2022-08-23 16:12:28.669345485 +0000 UTC m=+15180.651781759,1661271148,0.011818182,0.009285714,0.00375,0.004011905,0.003655172,0.003,0.004333333,0.003588235,0.003222222,0.0075,0.005833333,0.008289474,0.375,0.005528846
2022-08-23 16:13:28.865032149 +0000 UTC m=+15240.847468451,1661271208,0.017265625,0.0175,0.0046,0.004610063,0.003575758,0.003,0.004333333,0.004052632,0.003857143,0.006666667,0.005833333,0.008219697,0.25,0.006443662
2022-08-23 16:14:28.589258513 +0000 UTC m=+15300.571694788,1661271268,0.01625,0.028214286,0.006875,0.004560831,0.003676056,0.0038,0.0065,0.003666667,0.0045,0.055555556,0.004714286,0.0084375,0.625,0.004588235
2022-08-23 16:15:28.949373273 +0000 UTC m=+15360.931809567,1661271328,0.01225,0.008818898,0.0045,0.004,0.0033125,0.003,0.003,0.003428571,0.003,0.005,0.0034,0.007873134,0.2125,0.003985075
2022-08-23 16:16:28.92408686 +0000 UTC m=+15420.906523134,1661271388,0.014453125,0.008531469,0.006666667,0.004065156,0.0036875,0.003,0.003,0.003666667,0.003,0.005,0.006666667,0.007971014,0.25,0.006557971
2022-08-23 16:17:28.761480695 +0000 UTC m=+15480.743916997,1661271448,0.021111111,0.007830579,0.00625,0.004101235,0.003385542,0.00325,0.003666667,0.0037,0.003461538,0.0175,0.005833333,0.008037975,0.2125,0.00465625
2022-08-23 16:18:28.613506051 +0000 UTC m=+15540.595942334,1661271508,0.013,0.007581301,0.005,0.003779343,0.00357971,0.003,0.005,0.003631579,0.004,0.01,0.004428571,0.008141892,0.15,0.004507692
2022-08-23 16:19:28.903190311 +0000 UTC m=+15600.885626586,1661271568,0.014375,0.010652174,0.0055,0.003912281,0.003422535,0.003,0.0035,0.004,0.0035,0.025,0.0035,0.008047945,0.175,0.004313433
2022-08-23 16:20:28.738493408 +0000 UTC m=+15660.720929684,1661271628,0.015472973,0.008455414,0.006666667,0.004242667,0.003307692,0.003,0.003666667,0.004333333,0.003666667,0.004555556,0.005,0.007879747,0.175,0.00547619
2022-08-23 16:21:28.86522422 +0000 UTC m=+15720.847660496,1661271688,0.011640625,0.008442029,0.005833333,0.003892857,0.003337662,0.003,0.004,0.0035,0.00625,0.005,0.004,0.007861842,0.5,0.006486486
2022-08-23 16:22:28.800869944 +0000 UTC m=+15780.783306238,1661271748,0.0139375,0.009631783,0.0065,0.004058537,0.003589744,0.004333333,0.0035,0.0041,0.003857143,0.01,0.005,0.008108974,0.205,0.00625
2022-08-23 16:23:28.619672294 +0000 UTC m=+15840.602108569,1661271808,0.017,0.0075,0.0034,0.004161125,0.003415584,0.003285714,0.0042,0.003818182,0.005,0.029166667,0.004,0.008125,0.15625,0.004809524
2022-08-23 16:24:28.861792527 +0000 UTC m=+15900.844228803,1661271868,0.019044118,0.007363636,0.0038,0.004333333,0.003727273,0.003,0.003,0.0042,0.0034,0.005,0.004,0.008244048,0.2,0.004690141
2022-08-23 16:25:28.855811982 +0000 UTC m=+15960.838248275,1661271928,0.016513158,0.008340336,0.005833333,0.004083146,0.003831169,0.003,0.00625,0.003695652,0.004,0.003,0.00625,0.008227848,0.291666667,0.004146341
2022-08-23 16:26:28.834628946 +0000 UTC m=+16020.817065229,1661271988,0.017833333,0.008692308,0.0045,0.004382263,0.003450704,0.003666667,0.003666667,0.004125,0.003,0.00625,0.006666667,0.007992958,0.1,0.006472603
2022-08-23 16:27:28.780190975 +0000 UTC m=+16080.762627260,1661272048,0.01475,0.011730769,0.003,0.004109974,0.003638889,0.003,0.005,0.003454545,0.003666667,0.075,0.004333333,0.008297101,0.2125,0.004868852
2022-08-23 16:28:28.696165025 +0000 UTC m=+16140.678601300,1661272108,0.015670732,0.00853211,0.004142857,0.00392823,0.003346667,0.003571429,0.0055,0.003666667,0.003571429,0.009166667,0.00625,0.007974684,0.2,0.004236842
2022-08-23 16:29:28.93659001 +0000 UTC m=+16200.919026286,1661272168,0.015265957,0.009681818,0.0075,0.004270341,0.003716418,0.003,0.0075,0.003521739,0.003,0.003,0.0075,0.008157895,0.34375,0.0046
2022-08-23 16:30:28.647560019 +0000 UTC m=+16260.629996295,1661272228,0.013571429,0.009119718,0.0034,0.003957377,0.003493827,0.0035,0.0035,0.003444444,0.003,0.0075,0.004333333,0.008026316,0.2125,0.003981818
2022-08-23 16:31:28.861286246 +0000 UTC m=+16320.843722533,1661272288,0.011551724,0.007461832,0.005714286,0.004030769,0.003806452,0.003,0.003333333,0.0036,0.003545455,0.052777778,0.006818182,0.008116438,0.23125,0.004639344
2022-08-23 16:32:28.687298573 +0000 UTC m=+16380.669734848,1661272348,0.421875,0.008848315,0.006875,0.004415584,0.003485714,0.003666667,0.003666667,0.0037,0.003285714,0.03125,0.006,0.008068182,0.375,0.006393443
2022-08-23 16:33:28.958512487 +0000 UTC m=+16440.940948766,1661272408,0.175,0.007286325,0.003,0.004324138,0.003356164,0.003,0.003,0.003666667,0.005,0.004,0.0075,0.00807377,0.1375,0.004576923
2022-08-23 16:34:28.757955326 +0000 UTC m=+16500.740391620,1661272468,0.3125,0.007254098,0.004111111,0.004295775,0.003151515,0.003,0.0034,0.003705882,0.003,0.004333333,0.004428571,0.007686567,0.175,0.004913043
2022-08-23 16:35:28.805434229 +0000 UTC m=+16560.787870505,1661272528,0.045588235,0.009104167,0.003857143,0.004038835,0.003358974,0.003666667,0.006666667,0.003727273,0.006,0.004111111,0.006,0.008157895,0.19,0.005753968
2022-08-23 16:36:28.91945375 +0000 UTC m=+16620.901890024,1661272588,0.019230769,0.006971154,0.0048,0.003939759,0.003303797,0.003,0.0038,0.003909091,0.003545455,0.02,0.005625,0.007921687,0.175,0.005703125
2022-08-23 16:37:28.710276849 +0000 UTC m=+16680.692713125,1661272648,0.017134146,0.005416667,0.004285714,0.003705882,0.003588235,0.003,0.003285714,0.003333333,0.003666667,0.004263158,0.0042,0.008084416,0.1375,0.003961039
2022-08-23 16:38:28.872861343 +0000 UTC m=+16740.855297618,1661272708,0.0209375,0.008902439,,0.003837838,0.003305556,,,0.003421053,,,,0.007766667,0.19375,0.003971429
2022-08-23 16:39:28.821063903 +0000 UTC m=+16800.803500217,1661272768,0.015328947,0.008205645,0.005,0.00397,0.003320988,0.003,0.004,0.003636364,0.004,0.04375,0.00625,0.007916667,0.175,0.005857143
2022-08-23 16:40:28.710277122 +0000 UTC m=+16860.692713407,1661272828,0.017094595,0.008515625,0.004111111,0.004052154,0.003428571,0.003666667,0.005,0.003615385,0.003,0.004272727,0.006666667,0.008095238,0.22,0.005941558
2022-08-23 16:41:28.8347367 +0000 UTC m=+16920.817172982,1661272888,0.06375,0.00722561,0.0035,0.004395095,0.003405405,0.003,0.0075,0.0035,0.006666667,0.0075,0.006666667,0.008084416,0.1375,0.004536232
2022-08-23 16:42:28.838934839 +0000 UTC m=+16980.821371114,1661272948,0.055,0.015681818,0.004384615,0.004012987,0.003243902,0.003,0.003333333,0.003666667,0.003333333,0.004052632,0.005,0.007777778,0.19,0.004484848
2022-08-23 16:43:28.817935266 +0000 UTC m=+17040.800371540,1661273008,0.0515625,0.008877551,0.003666667,0.00399169,0.003263158,0.0075,0.003,0.004230769,0.003,0.005,0.003666667,0.008242188,0.2,0.0045
2022-08-23 16:44:28.889725677 +0000 UTC m=+17100.872161953,1661273068,0.022132353,0.008190299,0.004857143,0.004210667,0.003307692,0.0034,0.004,0.004571429,0.003666667,0.02125,0.0075,0.007835366,0.3125,0.005375
2022-08-23 16:45:29.065196303 +0000 UTC m=+17161.047632578,1661273129,0.019264706,0.0112,0.004428571,0.00407888,0.003527778,0.003,0.0034,0.003823529,0.003181818,0.0175,0.003666667,0.008184932,0.15625,0.0061
2022-08-23 16:46:28.981063369 +0000 UTC m=+17220.963499643,1661273188,0.016513158,0.009980159,0.003333333,0.004455497,0.00348,0.004,0.004,0.003666667,0.0034,0.025,0.0034,0.008214286,0.225,0.004521127
2022-08-23 16:47:29.009380056 +0000 UTC m=+17280.991816339,1661273249,0.016796875,0.009475,0.004428571,0.003944162,0.003513514,0.004333333,0.005833333,0.0039,0.005833333,0.058333333,0.005833333,0.008133803,0.416666667,0.004012987
2022-08-23 16:48:28.822405951 +0000 UTC m=+17340.804842227,1661273308,0.015581395,0.007449324,0.0055,0.004524096,0.003818182,0.0034,0.004,0.0034,0.003666667,0.029166667,0.005,0.008470149,0.15,0.004896552
2022-08-23 16:49:28.856653131 +0000 UTC m=+17400.839089405,1661273368,0.016118421,0.007872807,,0.004276353,0.003686567,0.003,0.003,0.0042,0.003,0.075,0.003,0.008047945,0.375,0.005983607
2022-08-23 16:50:28.794266285 +0000 UTC m=+17460.776702588,1661273428,0.018602941,0.008538462,0.005833333,0.004478261,0.003567568,0.003,0.004333333,0.004,0.003222222,0.004666667,0.006875,0.008395522,0.25,0.006607143
2022-08-23 16:51:28.788186807 +0000 UTC m=+17520.770623100,1661273488,0.019117647,0.025431034,0.005,0.005217842,0.003590164,0.003,0.005,0.0045,0.006,0.004555556,0.0042,0.008346154,0.25,0.005576923
2022-08-23 16:52:28.742174208 +0000 UTC m=+17580.724610493,1661273548,0.014573171,0.009770992,0.004090909,0.004039801,0.003756757,0.0035,0.004333333,0.003214286,0.0035,0.004857143,0.004333333,0.00858209,0.175,0.004492958
2022-08-23 16:53:28.658649157 +0000 UTC m=+17640.641085460,1661273608,0.0165625,0.008776978,0.005833333,0.004473684,0.003329114,0.003,0.00625,0.003571429,0.005,0.003666667,0.005,0.007794118,0.2,0.00484127
2022-08-23 16:54:28.907592585 +0000 UTC m=+17700.890028859,1661273668,0.015921053,0.008313008,0.005,0.003972973,0.00324,0.003333333,0.0045,0.004,0.003545455,0.004285714,0.006818182,0.007974684,0.2125,0.004737705
2022-08-23 16:55:28.842766264 +0000 UTC m=+17760.825202558,1661273728,0.014943182,0.008229167,0.005416667,0.004064039,0.003441558,0.003,0.005,0.003545455,0.003444444,0.003909091,0.005416667,0.008209459,0.2,0.005730769
2022-08-23 16:56:28.74156135 +0000 UTC m=+17820.723997640,1661273788,0.01387931,0.018839286,0.004666667,0.003946636,0.003684211,0.003,0.0035,0.003736842,0.005,0.0625,0.004333333,0.008428571,0.375,0.004529412
2022-08-23 16:57:28.660643344 +0000 UTC m=+17880.643079635,1661273848,0.014934211,0.009478261,0.0035,0.004306748,0.00380597,0.003,0.0075,0.004272727,0.003,0.1,0.003,0.008541667,0.5,0.0053125
2022-08-23 16:58:28.769735677 +0000 UTC m=+17940.752171951,1661273908,0.012327586,0.009862385,0.00425,0.003892157,0.003676923,0.003,0.003,0.003384615,0.0034,0.055555556,0.004,0.008611111,0.2125,0.00559322
2022-08-23 16:59:28.680015129 +0000 UTC m=+18000.662451404,1661273968,0.014112903,0.009556452,0.004,0.003809045,0.003410959,0.0035,0.0035,0.003454545,0.0035,0.071428571,0.006428571,0.007876712,0.19375,0.005409836
2022-08-23 17:00:28.861654526 +0000 UTC m=+18060.844090800,1661274028,0.014539474,0.009583333,0.0046,0.004243836,0.00335,0.003333333,0.0045,0.004058824,0.005,0.003631579,0.0038,0.008382353,0.375,0.004333333
2022-08-23 17:01:28.85040337 +0000 UTC m=+18120.832839659,1661274088,0.015054348,0.009675926,0.004,0.004540984,0.003971429,0.003,0.003,0.003736842,0.003285714,0.00875,0.0042,0.008571429,0.25,0.004628571
2022-08-23 17:02:28.729475203 +0000 UTC m=+18180.711911478,1661274148,0.0169,0.008638393,0.0045,0.004002387,0.003325,0.003,0.003666667,0.004,0.003666667,0.0046,0.0042,0.008149351,0.175,0.004625
2022-08-23 17:03:28.70845662 +0000 UTC m=+18240.690892901,1661274208,0.014112903,0.007354369,0.005357143,0.004,0.003483871,0.003,0.004333333,0.004157895,0.005416667,0.05,0.0065625,0.008055556,0.3125,0.006160714
2022-08-23 17:04:28.625897829 +0000 UTC m=+18300.608334151,1661274268,0.014038462,0.014553571,0.004571429,0.004023148,0.003647887,0.0035,0.003222222,0.004466667,0.0035,0.004333333,0.006785714,0.008322368,0.225,0.005844595
2022-08-23 17:05:28.909363116 +0000 UTC m=+18360.891799392,1661274328,0.014821429,0.007442308,0.005,0.004104072,0.003352941,0.003,0.003,0.003482759,0.003,0.121428571,0.0042,0.007977528,0.175,0.004333333
2022-08-23 17:06:28.59969625 +0000 UTC m=+18420.582132526,1661274388,0.015073529,0.0196,0.006875,0.004147453,0.003597015,0.003,0.006666667,0.004052632,0.005714286,0.006666667,0.006428571,0.008565574,0.28125,0.004728814
2022-08-23 17:07:28.80083987 +0000 UTC m=+18480.783276146,1661274448,0.015723684,0.008571429,0.0042,0.00416442,0.003410256,0.003,0.008333333,0.003823529,0.003285714,0.01,0.005,0.008345588,0.2125,0.005508475
2022-08-23 17:08:28.86167264 +0000 UTC m=+18540.844108916,1661274508,0.012833333,0.009929245,0.003888889,0.004106173,0.003613333,0.003,0.006666667,0.003777778,0.003285714,0.054166667,0.0042,0.008101266,0.25,0.00575
2022-08-23 17:09:28.703904083 +0000 UTC m=+18600.686340358,1661274568,0.014662162,0.006710526,0.003142857,0.00404717,0.003613333,0.003,0.004333333,0.003347826,0.003,0.004076923,0.005833333,0.008164557,0.225,0.004932203
2022-08-23 17:10:28.870004761 +0000 UTC m=+18660.852441044,1661274628,0.015390625,0.009539474,0.005625,0.004030812,0.003363636,0.003,0.00625,0.0037,0.004,0.07,0.0034,0.007922535,0.175,0.004111111
2022-08-23 17:11:28.768219702 +0000 UTC m=+18720.750655977,1661274688,0.01266129,0.007966418,0.003571429,0.004263768,0.003656716,0.003,0.004,0.0039,0.0034,0.004428571,0.004,0.007927632,0.175,0.0053125
2022-08-23 17:12:28.810005357 +0000 UTC m=+18780.792441633,1661274748,0.015384615,0.007638889,0.0045,0.004164251,0.003419753,0.003,0.005,0.003761905,0.003181818,0.05,0.005714286,0.007877907,0.2125,0.006166667
2022-08-23 17:13:28.651998625 +0000 UTC m=+18840.634434922,1661274808,0.0125,0.0075,0.004111111,0.004002532,0.003333333,0.003,0.0045,0.0037,0.003545455,0.004230769,0.005625,0.008012821,0.2125,0.005483871
2022-08-23 17:14:28.875998541 +0000 UTC m=+18900.858434816,1661274868,0.014791667,0.00885,0.006666667,0.004258706,0.003885714,0.005,0.005,0.003666667,0.003,0.005,0.006666667,0.008445946,0.185714286,0.00509434
2022-08-23 17:15:28.831145395 +0000 UTC m=+18960.813581671,1661274928,0.017916667,0.009294872,0.005,0.004270833,0.003384615,0.003,0.0045,0.0042,0.0038,0.004833333,0.004111111,0.0082,0.3125,0.0045625
2022-08-23 17:16:28.669501708 +0000 UTC m=+19020.651937984,1661274988,0.015514706,0.007582645,0.003181818,0.004497006,0.003575342,0.003,0.003,0.003875,0.003,0.0044,0.003222222,0.008297101,0.2,0.005474138
2022-08-23 17:17:28.771369742 +0000 UTC m=+19080.753806026,1661275048,0.015357143,0.007542373,0.004333333,0.004029333,0.003162791,0.003,0.004,0.0038,0.004,0.004714286,0.005,0.007933333,0.175,0.004728814
2022-08-23 17:18:28.836841965 +0000 UTC m=+19140.819278240,1661275108,0.015304878,0.009402985,0.004,0.00409699,0.003153846,0.003666667,0.003,0.003625,0.0042,0.004454545,0.007142857,0.007653846,0.2125,0.005462963
2022-08-23 17:19:28.774558842 +0000 UTC m=+19200.756995117,1661275168,0.014553571,0.060583942,0.00425,0.003985222,0.003521739,0.003,0.005,0.003695652,0.003285714,0.004090909,0.006666667,0.007966667,0.25,0.005559701
2022-08-23 17:20:28.671125992 +0000 UTC m=+19260.653562286,1661275228,0.011928571,0.00984375,0.00625,0.003747423,0.003394366,0.003,0.0075,0.003352941,0.003,0.0625,0.003666667,0.007847222,0.375,0.004147059
2022-08-23 17:21:28.717923219 +0000 UTC m=+19320.700359494,1661275288,0.016875,0.036160714,0.0075,0.004865385,0.004122807,0.003,0.00625,0.0039,0.005,0.025,0.00625,0.00875,0.225,0.005258621
2022-08-23 17:22:28.756366371 +0000 UTC m=+19380.738802646,1661275348,0.01234375,0.007067308,0.003909091,0.004082192,0.003404762,0.003285714,0.003666667,0.003740741,0.003666667,0.025,0.004555556,0.00813253,0.196428571,0.0059
2022-08-23 17:23:28.620858821 +0000 UTC m=+19440.603295096,1661275408,0.014852941,0.008478261,0.003857143,0.004054264,0.003292683,0.0035,0.004333333,0.003636364,0.003857143,0.006875,0.006875,0.007922078,0.175,0.005868056
2022-08-23 17:24:28.776233209 +0000 UTC m=+19500.758669485,1661275468,0.014054054,0.010725806,0.003,0.003961969,0.00327907,0.003,0.003,0.004052632,0.004,0.0046,0.004,0.007755682,0.375,0.004128205
2022-08-23 17:25:28.879911572 +0000 UTC m=+19560.862347847,1661275528,0.0158125,0.00990991,0.00375,0.004261614,0.003455696,0.003,0.003666667,0.00364,0.003666667,0.006875,0.0042,0.0081875,0.1875,0.004661972
2022-08-23 17:26:28.778149906 +0000 UTC m=+19620.760586189,1661275588,0.014928571,0.0134375,0.003769231,0.004171569,0.003538462,0.003333333,0.0045,0.003583333,0.0038,0.003941176,0.0045,0.0082,0.19375,0.005404412
2022-08-23 17:27:28.729862005 +0000 UTC m=+19680.712298281,1661275648,0.015681818,0.01421875,0.003222222,0.003861538,0.003646154,0.003,0.0034,0.0035,0.0034,0.003909091,0.005,0.008125,0.091666667,0.005585938
2022-08-23 17:28:28.914799405 +0000 UTC m=+19740.897235680,1661275708,0.019435484,0.009299065,0.003571429,0.00523374,0.003656716,0.003666667,0.003666667,0.004058824,0.005,0.004714286,0.005,0.008606557,0.25,0.006780822
2022-08-23 17:29:29.207525433 +0000 UTC m=+19801.189961708,1661275769,0.0128125,0.0241,0.004833333,0.004035556,0.0035,0.0038,0.0038,0.003956522,0.003153846,0.040625,0.00425,0.007936047,0.25,0.004
2022-08-23 17:30:28.622602479 +0000 UTC m=+19860.605038755,1661275828,0.016315789,0.009119048,0.004714286,0.004322314,0.003405063,0.003,0.003333333,0.003625,0.003153846,0.0075,0.0045,0.008092105,0.2,0.00465625
2022-08-23 17:31:28.853053323 +0000 UTC m=+19920.835489598,1661275888,0.0125,0.012307692,0.004066667,0.004210526,0.003764706,0.003,0.0042,0.003296296,0.003909091,0.040625,0.003909091,0.008478261,0.75,0.004189189
2022-08-23 17:32:29.101796792 +0000 UTC m=+19981.084233081,1661275949,0.01625,0.006730769,0.004538462,0.004101322,0.0035,0.003285714,0.0045,0.003952381,0.0038,0.004333333,0.006388889,0.007934783,0.205,0.005820896
2022-08-23 17:33:28.813932764 +0000 UTC m=+20040.796369052,1661276008,0.0161875,0.008675214,0.004,0.004082621,0.003454545,0.0075,0.003,0.003571429,0.003,0.003,0.0075,0.008134328,0.25,0.005833333
2022-08-23 17:34:28.764375801 +0000 UTC m=+20100.746812095,1661276068,0.013841463,0.009961538,0.005357143,0.004562341,0.003635294,0.003,0.0034,0.004047619,0.004,0.0075,0.005,0.0083125,0.175,0.004382716
2022-08-23 17:35:28.802005409 +0000 UTC m=+20160.784441696,1661276128,0.015723684,0.008928571,0.0055,0.00386802,0.003410959,0.003,0.0035,0.003526316,0.003,0.0075,0.004333333,0.007852564,0.375,0.004239437
2022-08-23 17:36:28.985752018 +0000 UTC m=+20220.968188309,1661276188,0.01325,0.00890625,0.005,0.003914414,0.003605263,0.003,0.003666667,0.003384615,0.003285714,0.05,0.0042,0.008205128,0.225,0.003767442
2022-08-23 17:37:28.667740459 +0000 UTC m=+20280.650176752,1661276248,0.016375,0.007568493,0.004666667,0.004138643,0.003277778,0.0034,0.0034,0.003666667,0.003666667,0.003833333,0.005416667,0.007934783,0.2,0.005921053
2022-08-23 17:38:28.818337592 +0000 UTC m=+20340.800773867,1661276308,0.015294118,0.008145161,0.007,0.004537975,0.003542857,0.003666667,0.005,0.003666667,0.004,0.0075,0.006785714,0.008188406,0.175,0.006728395
2022-08-23 17:39:28.840809582 +0000 UTC m=+20400.823245885,1661276368,0.01402439,0.007438525,0.004,0.004137755,0.003313253,0.003,0.003333333,0.0038,0.003333333,0.003941176,0.003333333,0.008233333,0.15,0.004408451
2022-08-23 17:40:28.603475629 +0000 UTC m=+20460.585911903,1661276428,0.01362069,0.009728682,0.0034,0.004038902,0.003438356,0.005,0.003,0.003740741,0.003,0.003285714,0.0075,0.007965116,0.333333333,0.0041
2022-08-23 17:41:28.957012991 +0000 UTC m=+20520.939449274,1661276488,0.01527027,0.012560976,0.0042,0.003992593,0.0035,0.003666667,0.003666667,0.003761905,0.003,0.003666667,0.007142857,0.008253425,0.225,0.00505102
2022-08-23 17:42:28.816540623 +0000 UTC m=+20580.798976926,1661276548,0.0145,0.00728972,0.004666667,0.00403504,0.003324324,0.003,0.004,0.004428571,0.0034,0.00625,0.006666667,0.007966667,0.175,0.005673077
2022-08-23 17:43:28.636140501 +0000 UTC m=+20640.618576784,1661276608,0.012205882,0.009775281,0.00725,0.003901266,0.003243902,0.003,0.0034,0.004833333,0.004,0.004333333,0.005714286,0.007966667,0.2125,0.004314286
2022-08-23 17:44:28.823089007 +0000 UTC m=+20700.805525286,1661276668,0.014662162,0.00630102,0.0045,0.003933649,0.003777778,0.003,0.005833333,0.00388,0.003222222,0.004454545,0.005,0.008392857,0.25,0.004228571
2022-08-23 17:45:28.728208719 +0000 UTC m=+20760.710644997,1661276728,0.016328125,0.009082569,0.007857143,0.004245658,0.003732394,0.0034,0.00625,0.003666667,0.004428571,0.025,0.005714286,0.008355263,0.184375,0.003772727
2022-08-23 17:46:28.890584009 +0000 UTC m=+20820.873020285,1661276788,0.014864865,0.006775701,0.007,0.004103093,0.003390244,0.003,0.006666667,0.003777778,0.0042,0.003153846,0.006,0.008219178,0.175,0.006323529
2022-08-23 17:47:28.604805277 +0000 UTC m=+20880.587241554,1661276848,0.019214286,0.008646789,0.003,0.004543353,0.00343038,0.0075,0.0075,0.003888889,0.003,0.0175,0.0075,0.008141892,0.25,0.005950704
2022-08-23 17:48:28.700662266 +0000 UTC m=+20940.683098542,1661276908,0.016453488,0.006822034,0.003909091,0.004137615,0.003319149,0.0035,0.003,0.003571429,0.0035,0.003625,0.005,0.007880435,0.19375,0.004421053
2022-08-23 17:49:28.770212235 +0000 UTC m=+21000.752648538,1661276968,0.015675676,0.008961538,0.0038,0.0044,0.003622951,0.0035,0.004333333,0.0039,0.0035,0.004,0.003857143,0.008369565,0.3125,0.004521127
2022-08-23 17:50:28.790003561 +0000 UTC m=+21060.772439836,1661277028,0.014596774,0.009861111,0.00625,0.004324415,0.003566038,0.003,0.0075,0.00326087,0.005,0.01,0.006666667,0.008258929,0.375,0.0041875
2022-08-23 17:51:28.789945083 +0000 UTC m=+21120.772381357,1661277088,0.0124,0.00886,0.0065,0.003820046,0.003457831,0.0034,0.0034,0.003909091,0.0036,0.00875,0.0059375,0.008432836,0.25,0.005880282
2022-08-23 17:52:28.939344087 +0000 UTC m=+21180.921780362,1661277148,0.015073529,0.007461832,0.0038,0.004392045,0.003338028,0.003,0.004,0.003782609,0.003,0.005,0.005,0.008333333,0.0875,0.005993151
2022-08-23 17:53:28.627818445 +0000 UTC m=+21240.610254721,1661277208,0.014583333,0.008729508,0.0046,0.004097778,0.003457831,0.003,0.003,0.004052632,0.003666667,0.00375,0.003666667,0.008052326,0.175,0.004768116
2022-08-23 17:54:28.681959233 +0000 UTC m=+21300.664395530,1661277268,0.0125,0.00826,0.004,0.004186603,0.003611111,0.003,0.0075,0.00364,0.003,0.003,0.005,0.008279221,0.375,0.004571429
2022-08-23 17:55:28.850368543 +0000 UTC m=+21360.832804818,1661277328,0.014459459,0.008571429,0.006875,0.004035422,0.003586667,0.003,0.003,0.004285714,0.003285714,0.041666667,0.007,0.007986111,0.2125,0.005833333
2022-08-23 17:56:29.338230926 +0000 UTC m=+21421.320667229,1661277389,0.01375,0.008604651,0.004,0.004149877,0.003605263,0.003,0.003571429,0.003857143,0.004,0.004333333,0.0055,0.008256579,0.375,0.005568182
2022-08-23 17:57:28.948550811 +0000 UTC m=+21480.930987095,1661277448,0.014662162,0.006857798,0.00625,0.003976035,0.003531646,0.003,0.0034,0.003583333,0.004,0.0046,0.003666667,0.008184524,0.19,0.004432432
2022-08-23 17:58:28.80592165 +0000 UTC m=+21540.788357926,1661277508,0.015921053,0.009875887,0.0055,0.004727273,0.003368421,0.003666667,0.003666667,0.004555556,0.003285714,0.0375,0.006,0.007828947,0.2,0.004677419
2022-08-23 17:59:28.970435506 +0000 UTC m=+21600.952871782,1661277568,0.018486842,0.008867521,0.004666667,0.003890511,0.003447761,0.003,0.003,0.003933333,0.003,0.0625,0.0045,0.007943038,0.19375,0.00415493
2022-08-23 18:00:28.966682323 +0000 UTC m=+21660.949118598,1661277628,0.013214286,0.008152174,0.0075,0.004605096,0.003552632,0.003,0.005,0.003888889,0.004,0.0625,0.007272727,0.008272059,0.2125,0.005982143
2022-08-23 18:01:28.800940099 +0000 UTC m=+21720.783376374,1661277688,0.013984375,0.006695652,0.00325,0.003970732,0.003571429,0.003,0.003666667,0.003857143,0.003666667,0.003888889,0.005,0.008157895,0.175,0.005882353
