time,timestamp,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_emailservice,frontend_currencyservice,frontend_recommendationservice,recommendationservice_productcatalogservice,checkoutservice_cartservice,frontend_checkoutservice,frontend_shippingservice,frontend_adservice,frontend_productcatalogservice,checkoutservice_shippingservice,frontend_cartservice,checkoutservice_paymentservice
2022-08-23 16:11:28.763308859 +0000 UTC m=+15120.745745134,1661271088,0.003266667,0.004466667,0.003,0.004545852,0.007921687,0.003355556,0.003,0.1875,0.003,0.014390244,0.003201278,0.003,0.003031746,0.003
2022-08-23 16:12:28.65489393 +0000 UTC m=+15180.637330206,1661271148,0.003,0.1375,0.003,0.00470892,0.008055556,0.003282353,0.003,0.175,0.003,0.011590909,0.003238596,0.003,0.003017857,0.003
2022-08-23 16:13:28.845275942 +0000 UTC m=+15240.827712216,1661271208,0.003,0.004090909,0.003,0.006730769,0.007871622,0.003337349,0.003285714,0.175,0.003,0.015735294,0.003112211,0.002777778,0.003016129,0.003
2022-08-23 16:14:28.575008546 +0000 UTC m=+15300.557444821,1661271268,0.003,0.0625,0.003,0.0106,0.00796875,0.003329114,0.003,0.375,0.003142857,0.01525,0.003149466,0.003,0.00308547,0.003
2022-08-23 16:15:28.932895316 +0000 UTC m=+15360.915331596,1661271328,0.003,0.0034,0.003,0.007115385,0.007534247,0.00328125,0.003666667,0.1375,0.003,0.011339286,0.003159645,0.003,0.003069767,0.003
2022-08-23 16:16:28.905137007 +0000 UTC m=+15420.887573282,1661271388,0.003,0.0175,0.003,0.004729167,0.007905405,0.0033125,0.003,0.25,0.003,0.01375,0.003127932,0.003,0.003,0.003
2022-08-23 16:17:28.722104472 +0000 UTC m=+15480.704540747,1661271448,0.003235294,0.004555556,0.003,0.004298077,0.0078125,0.003454545,0.003166667,0.205,0.002944444,0.0202,0.0032592,0.003,0.003016529,0.003
2022-08-23 16:18:28.596023704 +0000 UTC m=+15540.578459979,1661271508,0.003,0.005,0.003,0.004622449,0.007816456,0.003268293,0.003,0.2,0.003,0.011071429,0.00319469,0.003,0.003054054,0.003
2022-08-23 16:19:28.882122269 +0000 UTC m=+15600.864558553,1661271568,0.003,0.066666667,0.003,0.004692308,0.007792208,0.003236842,0.003,0.175,0.003,0.013653846,0.003164384,0.002777778,0.003035088,0.003
2022-08-23 16:20:28.714411305 +0000 UTC m=+15660.696847581,1661271628,0.003,0.01,0.003,0.004641256,0.007710843,0.003285714,0.003,0.25,0.003083333,0.0150625,0.00314882,0.003,0.003130841,0.003
2022-08-23 16:21:28.849344438 +0000 UTC m=+15720.831780714,1661271688,0.0035,0.004333333,0.003,0.004139241,0.007616279,0.003194444,0.003222222,0.0875,0.002931034,0.012357143,0.003166667,0.003,0.003035714,0.003
2022-08-23 16:22:28.780045394 +0000 UTC m=+15780.762481685,1661271748,0.003363636,0.00625,0.003,0.004669492,0.007837079,0.003292683,0.003,0.19375,0.003,0.016428571,0.003164835,0.002818182,0.003031746,0.003
2022-08-23 16:23:28.603616528 +0000 UTC m=+15840.586052804,1661271808,0.003111111,0.00375,0.003,0.004083333,0.007767857,0.003547619,0.0032,0.25,0.003,0.014444444,0.003262726,0.003,0.003,0.003
2022-08-23 16:24:28.845369681 +0000 UTC m=+15900.827805967,1661271868,0.003,0.0045,0.003,0.004139344,0.007982955,0.003297297,0.003,0.2125,0.003,0.018092105,0.003198413,0.003,0.003032787,0.003
2022-08-23 16:25:28.838424567 +0000 UTC m=+15960.820860872,1661271928,0.003,0.029166667,0.003,0.004735294,0.008061798,0.003222222,0.003,0.175,0.003,0.016585366,0.003136646,0.003,0.00301626,0.003
2022-08-23 16:26:28.813047558 +0000 UTC m=+16020.795483833,1661271988,0.003,0.004142857,0.003,0.007962963,0.007753165,0.003388889,0.003,0.1,0.003,0.015785714,0.003185404,0.003,0.003039604,0.003
2022-08-23 16:27:28.762980018 +0000 UTC m=+16080.745416294,1661272048,0.003,0.045833333,0.003,0.00798913,0.007861446,0.003246914,0.003,0.25,0.003,0.012019231,0.003191682,0.003,0.003052174,0.003
2022-08-23 16:28:28.680444348 +0000 UTC m=+16140.662880652,1661272108,0.003307692,0.004238095,0.003,0.004893204,0.007650602,0.003453333,0.003,0.225,0.003,0.013355263,0.003202627,0.003,0.00304878,0.003
2022-08-23 16:29:28.915891056 +0000 UTC m=+16200.898327331,1661272168,0.003,0.0375,0.003,0.005258621,0.007954545,0.003175,0.003,0.175,0.003,0.013837209,0.003122137,0.003,0.00306,0.003
2022-08-23 16:30:28.630025885 +0000 UTC m=+16260.612462161,1661272228,0.003,0.0044,0.0035,0.004385281,0.007837079,0.00335,0.003,0.19375,0.003,0.0143125,0.003206039,0.003,0.003016949,0.003
2022-08-23 16:31:28.843753591 +0000 UTC m=+16320.826189866,1661272288,0.003,0.052777778,0.003,0.004232653,0.008020833,0.003305882,0.003,0.2125,0.003,0.011693548,0.003157804,0.003,0.003018519,0.003
2022-08-23 16:32:28.666948986 +0000 UTC m=+16380.649385262,1661272348,0.003333333,0.05,0.003,0.004840909,0.007788462,0.003318841,0.003,0.25,0.003,0.897058824,0.003157025,0.003,0.003039604,0.003333333
2022-08-23 16:33:28.939089342 +0000 UTC m=+16440.921525624,1661272408,0.003,0.003166667,0.003,0.003906404,0.007654321,0.003338983,0.003,0.175,0.003,0.357142857,0.003173697,0.003,0.003087912,0.003
2022-08-23 16:34:28.742398182 +0000 UTC m=+16500.724834458,1661272468,0.003,0.003333333,0.003,0.003840183,0.007535714,0.003222222,0.003666667,0.15,0.00292,0.882352941,0.003119048,0.002818182,0.003068182,0.003
2022-08-23 16:35:28.789486541 +0000 UTC m=+16560.771922816,1661272528,0.003,0.004047619,0.003,0.004948718,0.007643678,0.003227848,0.003,0.15,0.003,0.00025,0.003174081,0.003,0.003034188,0.003
2022-08-23 16:36:28.901558613 +0000 UTC m=+16620.883994900,1661272588,0.003111111,0.00425,0.003,0.004188119,0.007676471,0.003222222,0.003,0.205,0.003068966,0.017708333,0.003203046,0.003,0.003053097,0.003
2022-08-23 16:37:28.695602111 +0000 UTC m=+16680.678038386,1661272648,0.003090909,0.003133333,0.003,0.003803213,0.007820513,0.003307692,0.003,0.22,0.003,0.015853659,0.003224832,0.003,0.003150943,0.003
2022-08-23 16:38:28.852711831 +0000 UTC m=+16740.835148107,1661272708,,0.003727273,,0.00471134,0.007530488,0.003105263,0.003285714,,0.003125,0.0202,0.003098969,,0.00307767,0.003
2022-08-23 16:39:28.803347099 +0000 UTC m=+16800.785783374,1661272768,0.00325,0.00375,0.003,0.00446383,0.007764706,0.003323529,0.003,0.2125,0.002925926,0.014615385,0.003161826,0.003,0.003036036,0.003
2022-08-23 16:40:28.693753008 +0000 UTC m=+16860.676189283,1661272828,0.003,0.005,0.003,0.004793427,0.007865169,0.003380952,0.003,0.25,0.003,0.014772727,0.003215385,0.003,0.003082645,0.003
2022-08-23 16:41:28.817450272 +0000 UTC m=+16920.799886548,1661272888,0.003,0.004090909,0.003,0.003992188,0.007852564,0.003311111,0.003,0.25,0.003083333,0.069736842,0.003163399,0.003,0.00308547,0.003
2022-08-23 16:42:28.823693818 +0000 UTC m=+16980.806130094,1661272948,0.003181818,0.00625,0.003,0.009782609,0.007613636,0.003375,0.003,0.1875,0.003,0.05,0.003222997,0.002846154,0.003056604,0.003
2022-08-23 16:43:28.798685846 +0000 UTC m=+17040.781122121,1661273008,0.003,0.004,0.003,0.0046,0.007529412,0.003135135,0.003,0.1,0.003,0.057894737,0.003106996,0.003,0.003058252,0.003
2022-08-23 16:44:28.875354369 +0000 UTC m=+17100.857790645,1661273068,0.003230769,0.033333333,0.003,0.004320755,0.007678571,0.0036,0.003,0.25,0.003,0.021142857,0.003203822,0.003,0.003036364,0.003
2022-08-23 16:45:29.046716701 +0000 UTC m=+17161.029152985,1661273129,0.003666667,0.003909091,0.003,0.0085,0.007740964,0.003531646,0.003181818,0.15,0.003,0.018467742,0.003186125,0.003,0.003,0.003
2022-08-23 16:46:28.962462846 +0000 UTC m=+17220.944899121,1661273188,0.003,0.055,0.003,0.007,0.007835366,0.003282051,0.0034,0.375,0.003210526,0.014864865,0.003142336,0.003,0.003033058,0.003
2022-08-23 16:47:28.990565873 +0000 UTC m=+17280.973002148,1661273248,0.003,0.064285714,0.003,0.007327586,0.007735294,0.003179775,0.003,0.3125,0.003,0.017058824,0.003178947,0.003,0.00309434,0.003
2022-08-23 16:48:28.769372009 +0000 UTC m=+17340.751808284,1661273308,0.003,0.003923077,0.003,0.004055276,0.0081,0.003271605,0.003181818,0.2,0.003,0.01402439,0.003200378,0.0026,0.003,0.003
2022-08-23 16:49:28.77897946 +0000 UTC m=+17400.761415743,1661273368,0.003,0.05,,0.004246073,0.007884615,0.003268293,,0.375,0.002933333,0.015892857,0.003215054,0.003,0.003040404,
2022-08-23 16:50:28.776747777 +0000 UTC m=+17460.759184052,1661273428,0.003111111,0.029166667,0.003,0.004651282,0.008006329,0.003275862,0.003,0.291666667,0.003074074,0.017692308,0.003226481,0.003,0.003037037,0.003
2022-08-23 16:51:28.715281414 +0000 UTC m=+17520.697717689,1661273488,0.003,0.067857143,0.003,0.040384615,0.00778169,0.003253165,0.003,0.25,0.003,0.018221154,0.003166023,0.003,0.003018182,0.003
2022-08-23 16:52:28.721714216 +0000 UTC m=+17580.704150497,1661273548,0.003333333,0.004333333,0.003,0.008571429,0.008117284,0.003206897,0.003,0.175,0.003,0.012027027,0.003137566,0.003,0.003,0.003
2022-08-23 16:53:28.640867912 +0000 UTC m=+17640.623304187,1661273608,0.003,0.00425,0.003,0.004606987,0.007738095,0.00326506,0.003,0.175,0.00325,0.016521739,0.003162544,0.003,0.00304878,0.003
2022-08-23 16:54:28.887480389 +0000 UTC m=+17700.869916677,1661273668,0.003153846,0.003875,0.003,0.004876923,0.007592593,0.0034,0.003,0.225,0.003,0.014583333,0.003243506,0.002833333,0.003,0.003
2022-08-23 16:55:28.820777138 +0000 UTC m=+17760.803213418,1661273728,0.003,0.0048,0.003,0.004381974,0.007701149,0.003252874,0.003,0.175,0.002862069,0.015,0.003123499,0.0026,0.003016393,0.003
2022-08-23 16:56:28.722186784 +0000 UTC m=+17820.704623074,1661273788,0.003285714,0.0175,0.003,0.021944444,0.008035714,0.003338028,0.003,0.225,0.002913043,0.012867647,0.003163022,0.003,0.003033613,0.003
2022-08-23 16:57:28.643439457 +0000 UTC m=+17880.625875743,1661273848,0.003333333,0.066666667,0.003,0.005520833,0.008175676,0.003238095,0.003,0.75,0.00292,0.014464286,0.003136519,0.003,0.003018868,0.003
2022-08-23 16:58:28.752901278 +0000 UTC m=+17940.735337553,1661273908,0.003,0.065,0.003,0.008378378,0.007979452,0.003410959,0.003666667,0.375,0.003,0.01,0.003150943,0.003,0.003158416,0.003
2022-08-23 16:59:28.661880165 +0000 UTC m=+18000.644316469,1661273968,0.003,0.061363636,0.003,0.008823529,0.007619048,0.003177215,0.003,0.225,0.003,0.0125,0.003143939,0.003,0.003034188,0.003285714
2022-08-23 17:00:28.839034375 +0000 UTC m=+18060.821470651,1661274028,0.003,0.05,0.003,0.008839286,0.007732558,0.003469136,0.003,0.175,0.003,0.013445946,0.003256591,0.003,0.003017857,0.003
2022-08-23 17:01:28.830758825 +0000 UTC m=+18120.813195112,1661274088,0.003333333,0.004,0.003,0.004578947,0.00825,0.003225,0.003,0.175,0.003,0.014107143,0.003121547,0.003,0.003017857,0.003
2022-08-23 17:02:28.7083771 +0000 UTC m=+18180.690813375,1661274148,0.003461538,0.004428571,0.003,0.004748792,0.00761236,0.003307692,0.003142857,0.25,0.003,0.017211538,0.003127505,0.003,0.003054054,0.003
2022-08-23 17:03:28.694824101 +0000 UTC m=+18240.677260406,1661274208,0.003153846,0.0625,0.003,0.004364807,0.007711268,0.003368421,0.003,0.3125,0.003,0.010625,0.003216319,0.003,0.003018692,0.003
2022-08-23 17:04:28.61116667 +0000 UTC m=+18300.593602946,1661274268,0.003333333,0.01375,0.003,0.0115625,0.007865854,0.003578313,0.003,0.175,0.003,0.013428571,0.003210526,0.003,0.003032,0.003
2022-08-23 17:05:28.890634734 +0000 UTC m=+18360.873071009,1661274328,0.003,0.003833333,0.003,0.004625571,0.007873563,0.003571429,0.003,0.25,0.002862069,0.0146875,0.003191638,0.003,0.003044444,0.003
2022-08-23 17:06:28.585751233 +0000 UTC m=+18420.568187508,1661274388,0.003333333,0.005,0.003,0.008055556,0.007788462,0.003150538,0.003,0.2125,0.003,0.013958333,0.003182114,0.003,0.003017699,0.003
2022-08-23 17:07:28.783539536 +0000 UTC m=+18480.765975811,1661274448,0.003,0.0075,0.003,0.004925532,0.007831325,0.003292683,0.003,0.25,0.003,0.014191176,0.003156934,0.003,0.003052632,0.003
2022-08-23 17:08:28.844772734 +0000 UTC m=+18540.827209009,1661274508,0.003,0.066666667,0.003,0.006018519,0.007916667,0.003117647,0.003285714,0.375,0.003,0.011829268,0.003121646,0.003,0.003034188,0.003
2022-08-23 17:09:28.688839497 +0000 UTC m=+18600.671275779,1661274568,0.003266667,0.065,0.003,0.003702041,0.007916667,0.003410959,0.003,0.19375,0.003,0.013857143,0.003163498,0.003,0.003,0.0035
2022-08-23 17:10:28.854933994 +0000 UTC m=+18660.837370274,1661274628,0.003,0.01,0.003,0.006333333,0.007708333,0.0034,0.003,0.375,0.003,0.014318182,0.003199203,0.003,0.003,0.003
2022-08-23 17:11:28.750501037 +0000 UTC m=+18720.732937317,1661274688,0.003444444,0.003571429,0.003,0.00466,0.007816456,0.003309524,0.003666667,0.3125,0.003,0.011935484,0.00317452,0.003,0.003053571,0.003
2022-08-23 17:12:28.7921911 +0000 UTC m=+18780.774627375,1661274748,0.003,0.004833333,0.003,0.004572816,0.007784091,0.003134831,0.003,0.25,0.003,0.014411765,0.003177474,0.003,0.003053097,0.003
2022-08-23 17:13:28.637483662 +0000 UTC m=+18840.619919937,1661274808,0.003307692,0.003857143,0.003,0.003912863,0.007676471,0.003309524,0.0032,0.175,0.003181818,0.012045455,0.00319573,0.003,0.003017857,0.003
2022-08-23 17:14:28.855395359 +0000 UTC m=+18900.837831635,1661274868,0.003,0.02,0.003,0.00454067,0.008322368,0.003213333,0.003,0.1,0.003,0.014736842,0.003169291,0.003,0.003052632,0.003
2022-08-23 17:15:28.813919676 +0000 UTC m=+18960.796355964,1661274928,0.0032,0.025,0.003,0.00477451,0.007767857,0.003691358,0.003,0.175,0.003,0.016283784,0.003419244,0.003,0.003015748,0.003
2022-08-23 17:16:28.654513033 +0000 UTC m=+19020.636949307,1661274988,0.003117647,0.004142857,0.003,0.004457447,0.007901235,0.003152174,0.003,0.225,0.003,0.016283784,0.003159292,0.002818182,0.003095238,0.003
2022-08-23 17:17:28.751505992 +0000 UTC m=+19080.733942267,1661275048,0.003181818,0.003,0.003,0.004314286,0.007554945,0.003108696,0.003,0.175,0.003090909,0.014662162,0.003145329,0.003,0.003033058,0.003
2022-08-23 17:18:28.817892063 +0000 UTC m=+19140.800328338,1661275108,0.003,0.01,0.003,0.004737557,0.0075,0.00324,0.003,0.375,0.003,0.014573171,0.003190669,0.003,0.003043478,0.003
2022-08-23 17:19:28.757245315 +0000 UTC m=+19200.739681590,1661275168,0.003,0.003842105,0.003,0.05881295,0.007652439,0.003486486,0.003,0.2,0.003,0.01362069,0.003192171,0.003,0.003070175,0.003
2022-08-23 17:20:28.654795337 +0000 UTC m=+19260.637231614,1661275228,0.003,0.0875,0.003,0.004989418,0.00765625,0.00325,0.003,0.1,0.003,0.010405405,0.003121101,0.003,0.003,0.003
2022-08-23 17:21:28.696177998 +0000 UTC m=+19320.678614282,1661275288,0.003571429,0.055,0.003,0.0185,0.008272059,0.003151899,0.003,0.2125,0.003086957,0.015878378,0.003217304,0.003,0.003019048,0.003
2022-08-23 17:22:28.736116007 +0000 UTC m=+19380.718552283,1661275348,0.003307692,0.0075,0.003,0.004392857,0.00768617,0.003727273,0.003,0.175,0.002935484,0.013088235,0.003215947,0.003,0.003046154,0.003
2022-08-23 17:23:28.605494724 +0000 UTC m=+19440.587931052,1661275408,0.003181818,0.004,0.003,0.004419355,0.007670455,0.003314607,0.003,0.175,0.003,0.013863636,0.003190955,0.003,0.003016529,0.003
2022-08-23 17:24:28.756730193 +0000 UTC m=+19500.739166469,1661275468,0.003,0.0675,0.003,0.007857143,0.007578947,0.003184211,0.003,0.2125,0.003066667,0.014642857,0.003081784,0.003,0.003,0.003
2022-08-23 17:25:28.859358967 +0000 UTC m=+19560.841795243,1661275528,0.0032,0.005,0.003,0.004903846,0.007724719,0.003179775,0.003,0.25,0.003,0.014939024,0.003162437,0.002714286,0.003016393,0.003
2022-08-23 17:26:28.762250057 +0000 UTC m=+19620.744686343,1661275588,0.003,0.004176471,0.003,0.00875,0.007844828,0.003395604,0.003181818,0.175,0.003,0.014736842,0.003189147,0.003,0.003015748,0.003
2022-08-23 17:27:28.712486272 +0000 UTC m=+19680.694922547,1661275648,0.003,0.03125,0.003,0.006447368,0.007945205,0.003246914,0.003285714,0.0875,0.003,0.014453125,0.003133816,0.003,0.003058824,0.003
2022-08-23 17:28:28.895362953 +0000 UTC m=+19740.877799228,1661275708,0.003,0.033333333,0.003,0.008017241,0.00788961,0.003454545,0.003,0.25,0.003,0.018161765,0.003137795,0.003,0.003055046,0.003
2022-08-23 17:29:29.188752153 +0000 UTC m=+19801.171188429,1661275769,0.003153846,0.033333333,0.003333333,0.007894737,0.007808989,0.003282353,0.003333333,0.3125,0.003,0.011764706,0.003153846,0.003,0.003031496,0.003
2022-08-23 17:30:28.605224847 +0000 UTC m=+19860.587661122,1661275828,0.003333333,0.045833333,0.003,0.007692308,0.007729885,0.003291667,0.003,0.125,0.003133333,0.015755814,0.0031849,0.002866667,0.003034483,0.003
2022-08-23 17:31:28.831982088 +0000 UTC m=+19920.814418363,1661275888,0.003190476,0.09375,0.003,0.007647059,0.007974684,0.00355,0.003,0.25,0.003,0.012708333,0.003226734,0.002866667,0.003037383,0.003
2022-08-23 17:32:29.078454375 +0000 UTC m=+19981.060890650,1661275949,0.003285714,0.0035,0.003,0.003935065,0.007853261,0.003270833,0.003,0.175,0.003,0.015744681,0.003159639,0.002714286,0.003031496,0.003
2022-08-23 17:33:28.797393396 +0000 UTC m=+20040.779829688,1661276008,,0.005,0.0075,0.004422886,0.007773973,0.003149254,0.003,0.175,0.003,0.015909091,0.00309713,0.003,0.003019048,0.003
2022-08-23 17:34:28.748314606 +0000 UTC m=+20100.730750884,1661276068,0.003,0.05,0.003,0.006612903,0.007978723,0.003266667,0.003,0.19,0.003,0.012926829,0.003169106,0.003,0.003063492,0.003
2022-08-23 17:35:28.783302082 +0000 UTC m=+20160.765738362,1661276128,0.0034,0.00875,0.003,0.004464789,0.00775,0.003328767,0.003,0.2125,0.003,0.013970588,0.003240631,0.003,0.003072727,0.003
2022-08-23 17:36:28.966291318 +0000 UTC m=+20220.948727593,1661276188,0.003571429,0.055,0.003,0.0046,0.007780899,0.00325641,0.003,0.25,0.003,0.013387097,0.003176923,0.003,0.003017094,0.003
2022-08-23 17:37:28.653291408 +0000 UTC m=+20280.635727683,1661276248,0.003,0.00625,0.003,0.00395,0.007808219,0.003511628,0.003,0.2125,0.002851852,0.015571429,0.00321875,0.002818182,0.003018692,0.003
2022-08-23 17:38:28.803051224 +0000 UTC m=+20340.785487499,1661276308,0.003,0.004866667,0.003,0.00463981,0.007966667,0.003368421,0.003,0.2,0.00308,0.014928571,0.003245614,0.003,0.003034483,0.003
2022-08-23 17:39:28.821011463 +0000 UTC m=+20400.803447737,1661276368,0.003105263,0.003888889,0.003,0.004004566,0.007696629,0.003575342,0.003,0.19375,0.003,0.013040541,0.003129825,0.003,0.003068966,0.003
2022-08-23 17:40:28.589124021 +0000 UTC m=+20460.571560322,1661276428,0.003666667,0.05,0.003,0.004945652,0.00764881,0.00337037,0.003,0.175,0.003125,0.01387931,0.003147627,0.003,0.003075472,0.003
2022-08-23 17:41:28.93867076 +0000 UTC m=+20520.921107045,1661276488,0.003222222,0.0625,0.003,0.0051,0.007960526,0.003298851,0.003,0.175,0.003,0.0150625,0.003189509,0.003,0.003,0.003
2022-08-23 17:42:28.797505168 +0000 UTC m=+20580.779941443,1661276548,0.003,0.0034,0.003,0.004125,0.007721519,0.003155556,0.003,0.2125,0.003,0.013,0.003142361,0.003,0.003037037,0.003
2022-08-23 17:43:28.618897291 +0000 UTC m=+20640.601333566,1661276608,0.003533333,0.003571429,0.003,0.004968586,0.007643678,0.003348837,0.003,0.25,0.003,0.011418919,0.003153846,0.003,0.003072727,0.003
2022-08-23 17:44:28.803209171 +0000 UTC m=+20700.785645446,1661276668,0.003235294,0.004636364,0.003,0.00387619,0.008205128,0.0036,0.003,0.291666667,0.003,0.015,0.00319697,0.002846154,0.003051282,0.003
2022-08-23 17:45:28.708688532 +0000 UTC m=+20760.691124807,1661276728,0.004333333,0.025,0.003285714,0.004553299,0.00806962,0.003329412,0.003,0.333333333,0.003129032,0.013984375,0.003181818,0.003,0.003071429,0.003
2022-08-23 17:46:28.869942408 +0000 UTC m=+20820.852378683,1661276788,0.0034,0.003666667,0.003,0.003598361,0.007784091,0.003315789,0.003,0.15,0.003,0.013984375,0.003152091,0.0018,0.003185567,0.0035
2022-08-23 17:47:28.589463187 +0000 UTC m=+20880.571899500,1661276848,0.003,0.0375,0.003,0.004017391,0.007823529,0.00328169,0.003,0.175,0.003,0.017916667,0.003202105,0.003,0.003017241,0.003
2022-08-23 17:48:28.685508331 +0000 UTC m=+20940.667944607,1661276908,0.003,0.003545455,0.003,0.003691667,0.007752525,0.003405405,0.003,0.175,0.003,0.01606383,0.003135036,0.003,0.00304918,0.003
2022-08-23 17:49:28.750971066 +0000 UTC m=+21000.733407341,1661276968,0.0032,0.0075,0.003,0.004610619,0.007941176,0.0035,0.003,0.091666667,0.003,0.015472973,0.0031875,0.003,0.00309009,0.003
2022-08-23 17:50:28.774380729 +0000 UTC m=+21060.756817005,1661277028,0.003,0.005,0.003,0.025833333,0.007698413,0.003153846,0.003,0.25,0.003,0.01275,0.003099808,0.003,0.00304,0.003
2022-08-23 17:51:28.770271572 +0000 UTC m=+21120.752707848,1661277088,0.003285714,0.057142857,0.003,0.004908629,0.007965116,0.003423529,0.003222222,0.16,0.003,0.0106,0.003204698,0.003,0.003064,0.003
2022-08-23 17:52:28.916919277 +0000 UTC m=+21180.899355590,1661277148,0.003,0.004333333,0.003,0.004402597,0.007660256,0.003138889,0.003,0.175,0.003,0.014411765,0.003126316,0.003,0.003018349,0.003
2022-08-23 17:53:28.613212817 +0000 UTC m=+21240.595649092,1661277208,0.003,0.003666667,0.003,0.004912195,0.007741935,0.003253165,0.003,0.175,0.003,0.013552632,0.003157221,0.003,0.003032258,0.003
2022-08-23 17:54:28.662886309 +0000 UTC m=+21300.645322584,1661277268,0.003333333,0.005,0.003,0.004901345,0.007865854,0.003390244,0.003,0.175,0.003,0.011293103,0.003226667,0.003,0.003053097,0.003
2022-08-23 17:55:28.8298974 +0000 UTC m=+21360.812333675,1661277328,0.003181818,0.00425,0.003,0.004205357,0.007787356,0.003207792,0.003181818,0.5,0.003,0.014191176,0.003144578,0.003,0.003018018,0.003
2022-08-23 17:56:29.313840663 +0000 UTC m=+21421.296276938,1661277389,0.003352941,0.055,0.003,0.004276018,0.007981928,0.003463415,0.003,0.3125,0.003,0.012625,0.003241259,0.003133333,0.003032,0.003
2022-08-23 17:57:28.932669962 +0000 UTC m=+21480.915106264,1661277448,0.003444444,0.004176471,0.003,0.004025862,0.007906977,0.003771429,0.003,0.25,0.003,0.013851351,0.003276978,0.003,0.003068376,0.003
2022-08-23 17:58:28.736344663 +0000 UTC m=+21540.718780938,1661277508,0.003,0.00875,0.003666667,0.004813333,0.007586207,0.003088889,0.003,0.175,0.002925926,0.015416667,0.003135417,0.003,0.003017094,0.003
2022-08-23 17:59:28.947598892 +0000 UTC m=+21600.930035175,1661277568,0.003,0.06,0.003,0.004418367,0.007697368,0.003338028,0.003,0.3125,0.003,0.018653846,0.003126482,0.003,0.003081633,0.003
2022-08-23 18:00:28.939621424 +0000 UTC m=+21660.922057708,1661277628,0.004,0.02125,0.003,0.004598131,0.007957317,0.003252874,0.003,0.25,0.003,0.009864865,0.003147009,0.003,0.003,0.003
2022-08-23 18:01:28.781507722 +0000 UTC m=+21720.763943997,1661277688,0.003,0.003714286,0.003,0.003885106,0.007946429,0.003439024,0.003,0.175,0.003,0.013308824,0.003215385,0.003,0.003035398,0.003
2022-08-23 18:02:28.658860168 +0000 UTC m=+21780.641296456,1661277748,0.003,0.005833333,0.003,0.007857143,0.008125,0.003208955,0.003,0.175,0.003,0.017307692,0.003143791,0.003,0.003054054,0.003
2022-08-23 18:03:28.817465906 +0000 UTC m=+21840.799902181,1661277808,0.0036,0.025,0.003,0.004121739,0.008043478,0.003404762,0.003,0.2,0.003,0.016153846,0.003209814,0.002777778,0.003096,0.003
2022-08-23 18:04:28.59920015 +0000 UTC m=+21900.581636425,1661277868,0.003333333,0.0075,0.003,0.004709845,0.00758427,0.003225,0.003,0.3125,0.003076923,0.0145,0.003109541,0.003,0.003,0.003
2022-08-23 18:05:28.729452505 +0000 UTC m=+21960.711888781,1661277928,0.003,0.05625,0.003,0.006160714,0.007678571,0.003157895,0.003,0.375,0.003,0.013355263,0.003099237,0.003,0.003070796,0.003
2022-08-23 18:06:28.911722982 +0000 UTC m=+22020.894159258,1661277988,0.003428571,0.003571429,0.003,0.004346341,0.00808642,0.003423529,0.003,0.15,0.002933333,0.012763158,0.003217317,0.002866667,0.003083333,0.003
2022-08-23 18:07:28.859032182 +0000 UTC m=+22080.841468457,1661278048,0.003142857,0.04375,0.003,0.004278261,0.007833333,0.003419753,0.003,0.25,0.003,0.014166667,0.003239437,0.003,0.003015748,0.003
2022-08-23 18:08:28.621012394 +0000 UTC m=+22140.603448691,1661278108,0.003117647,0.004,0.003,0.004017391,0.007865854,0.003309524,0.003,0.5,0.003,0.016453488,0.003192644,0.003,0.003054054,0.003
2022-08-23 18:09:28.826773534 +0000 UTC m=+22200.809209809,1661278168,0.00325,0.005,0.003,0.004836257,0.00771875,0.003318182,0.005,0.175,0.003068966,0.013984375,0.003219554,0.002818182,0.003,0.003
2022-08-23 18:10:28.904014419 +0000 UTC m=+22260.886450695,1661278228,0.003,0.003909091,0.003,0.004279621,0.007682927,0.003177778,0.003,0.225,0.003,0.015,0.003152027,0.003,0.003,0.003
2022-08-23 18:11:28.597223573 +0000 UTC m=+22320.579659848,1661278288,0.003,0.004636364,0.003,0.004634703,0.007901235,0.00337037,0.003,0.175,0.003,0.011824324,0.00316129,0.003222222,0.003016667,0.003
2022-08-23 18:12:28.917587494 +0000 UTC m=+22380.900023769,1661278348,0.003133333,0.005,0.003,0.004846154,0.007740964,0.003195652,0.003,0.19375,0.003,0.013125,0.003129139,0.003,0.003070796,0.003
2022-08-23 18:13:28.833959432 +0000 UTC m=+22440.816395708,1661278408,0.003727273,0.00325,0.003,0.004472727,0.00762987,0.003269663,0.003,0.2,0.003,0.014318182,0.003266667,0.002866667,0.003053571,0.003
2022-08-23 18:14:28.707886238 +0000 UTC m=+22500.690322513,1661278468,0.003307692,,0.003,0.004166667,0.007685185,0.003266667,,0.2125,0.002931034,0.012410714,0.003193294,0.003,0.003037736,0.003
2022-08-23 18:15:28.762166419 +0000 UTC m=+22560.744602694,1661278528,0.003166667,0.0625,0.003,0.011184211,0.007933333,0.0035,0.003222222,0.23125,0.003,0.011640625,0.003243816,0.002692308,0.003057143,0.003
2022-08-23 18:16:28.836766023 +0000 UTC m=+22620.819202298,1661278588,0.003571429,0.0175,0.003,0.00470892,0.007827381,0.003414634,0.003333333,0.1,0.003,0.017826087,0.003196944,0.003,0.003033613,0.003
