time,timestamp,frontend_currencyservice,frontend_shippingservice,frontend_checkoutservice,frontend_adservice,checkoutservice_productcatalogservice,frontend_cartservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,recommendationservice_productcatalogservice,frontend_recommendationservice,checkoutservice_currencyservice,checkoutservice_shippingservice,checkoutservice_paymentservice
2022-08-22 13:36:20.680728409 +0000 UTC m=+35101.186682407,1661175380,0.00396063,0.002944444,0.19375,0.014934211,0.00425,0.003016393,0.003,0.004864615,0.003,0.005972222,0.010872093,0.004,0.003,0.003
2022-08-22 13:37:20.407460136 +0000 UTC m=+35160.913414134,1661175440,0.004601896,0.003068966,0.2125,0.0115,0.004333333,0.003032258,0.003,0.004931507,0.003222222,0.007209302,0.011928571,0.0044,0.003,0.003
2022-08-22 13:38:20.516509726 +0000 UTC m=+35221.022463717,1661175500,0.004264463,0.0029375,0.2,0.013040541,0.003272727,0.003065041,0.003,0.004417284,0.003,0.006011905,0.009090909,0.004,0.003,0.003
2022-08-22 13:39:20.415246884 +0000 UTC m=+35280.921200865,1661175560,0.004059829,0.003090909,0.175,0.016382979,0.003,0.003035398,0.003,0.006081081,0.003,0.008189655,0.009693878,0.0045,0.003,0.003
2022-08-22 13:40:20.437148791 +0000 UTC m=+35340.943102790,1661175620,0.003743295,0.003,0.083333333,0.014054054,0.003666667,0.003,0.003,0.004621622,0.003,0.007352941,0.0125,0.0625,0.002714286,0.003
2022-08-22 13:41:20.201168234 +0000 UTC m=+35400.707122213,1661175680,0.004344828,0.003,0.2,0.015588235,0.0046,0.003053571,0.003,0.005595703,0.003,0.0075,0.012074468,0.003642857,0.003,0.003
2022-08-22 13:42:20.578737687 +0000 UTC m=+35461.084691689,1661175740,0.003980769,0.003074074,0.2125,0.014807692,0.003571429,0.003107143,0.003,0.004734513,0.003,0.007279412,0.009846939,0.003857143,0.0026,0.003
2022-08-22 13:43:20.60975481 +0000 UTC m=+35521.115708820,1661175800,0.004894231,0.003,0.1625,0.0115,0.005357143,0.003074766,0.0034,0.004895349,0.003,0.0070625,0.011923077,0.02125,0.003,0.003
2022-08-22 13:44:20.511695578 +0000 UTC m=+35581.017649558,1661175860,0.004162393,0.003,0.15,0.014883721,0.00425,0.003034483,0.003,0.006014493,0.003,0.007916667,0.01421875,0.0036,0.003,0.003
2022-08-22 13:45:20.377108291 +0000 UTC m=+35640.883062289,1661175920,0.004154185,0.003071429,0.375,0.016195652,0.01,0.003035714,0.003,0.005414894,0.003,0.006742424,0.010234375,0.05,0.003,0.003
2022-08-22 13:46:20.435416386 +0000 UTC m=+35700.941370384,1661175980,0.004115044,0.003,0.2,0.013837209,0.0046,0.003016129,0.003,0.005642857,0.003,0.007727273,0.013421053,0.003823529,0.002714286,0.003
2022-08-22 13:47:20.512997399 +0000 UTC m=+35761.018951397,1661176040,0.003884615,0.003,0.175,0.0158125,0.005625,0.003062016,0.003,0.00515121,0.003,0.007045455,0.01125,0.003875,0.003,0.003
2022-08-22 13:48:20.372898413 +0000 UTC m=+35820.878852393,1661176100,0.00399187,0.003,0.175,0.014791667,0.005,0.003033898,0.003,0.005579268,0.003,0.006693548,0.013035714,0.003571429,0.003,0.003
2022-08-22 13:49:20.597543473 +0000 UTC m=+35881.103497453,1661176160,0.004785047,0.003086957,0.25,0.015294118,0.005416667,0.003096154,0.003,0.00485,0.003,0.006923077,0.009777778,0.0044,0.003,0.003
2022-08-22 13:50:20.68210997 +0000 UTC m=+35941.188063950,1661176220,0.008428571,0.003,0.15,0.009932432,0.006666667,0.003,0.003,0.00482716,0.003,0.006776316,0.01,0.0046,0.003,0.003
2022-08-22 13:51:20.404055255 +0000 UTC m=+36000.910009281,1661176280,0.003961373,0.003060606,0.23125,0.015859375,0.004166667,0.003052174,0.003,0.00466756,0.003,0.006875,0.010163043,0.003615385,0.003,0.003
2022-08-22 13:52:20.342659243 +0000 UTC m=+36060.848613223,1661176340,0.004225225,0.003,0.19,0.016136364,0.005,0.003019048,0.003,0.005724044,0.003,0.007631579,0.012785714,0.005,0.002894737,0.003
2022-08-22 13:53:20.505587442 +0000 UTC m=+36121.011541440,1661176400,0.004177866,0.003,0.23125,0.011818182,0.006428571,0.003105263,0.003,0.004703704,0.003,0.006571429,0.011102941,0.003666667,0.003,0.003
2022-08-22 13:54:20.322816285 +0000 UTC m=+36180.828770288,1661176460,0.004827751,0.003,0.25,0.012578125,0.004384615,0.003166667,0.003,0.005030303,0.003,0.008359375,0.015377358,0.0046,0.003,0.003
2022-08-22 13:55:20.598025205 +0000 UTC m=+36241.103979206,1661176520,0.004568966,0.003,0.2125,0.012867647,0.007222222,0.003017241,0.003,0.004646688,0.003,0.006907895,0.011918605,0.0075,0.003,0.003
2022-08-22 13:56:20.544284065 +0000 UTC m=+36301.050238053,1661176580,0.004677778,0.003,0.075,0.015357143,0.003,0.00309901,0.003,0.004960474,0.003,0.007575758,0.013,0.05,0.003,0.003
2022-08-22 13:57:20.456162416 +0000 UTC m=+36360.962116396,1661176640,0.004134454,0.003,0.2,0.014615385,0.003727273,0.003070796,0.003,0.004475904,0.003,0.006160714,0.011833333,0.0035,0.003,0.003
2022-08-22 13:58:20.321609996 +0000 UTC m=+36420.827563976,1661176700,0.006666667,0.003060606,0.2,0.012068966,0.007777778,0.003034483,0.003,0.00623065,0.003,0.0078,0.012790698,0.075,0.003181818,0.003
2022-08-22 13:59:20.439622679 +0000 UTC m=+36480.945576659,1661176760,0.004309091,0.003,0.2125,0.012903226,0.0046,0.003127273,0.003,0.005049505,0.003,0.0075,0.010625,0.003181818,0.003,0.003
2022-08-22 14:00:20.551833483 +0000 UTC m=+36541.057787463,1661176820,0.004375,0.003,0.175,0.013145161,0.007,0.003016393,0.003,0.00595283,0.003,0.008,0.009732143,0.00625,0.003,0.003
2022-08-22 14:01:20.485520765 +0000 UTC m=+36600.991474775,1661176880,0.004380165,0.003,0.2125,0.013308824,0.005,0.003146789,0.003,0.005361991,0.003,0.006904762,0.009471154,0.03125,0.003,0.003
2022-08-22 14:02:20.547425229 +0000 UTC m=+36661.053379227,1661176940,0.004170306,0.003,0.19,0.016136364,0.0042,0.003114286,0.0035,0.004694611,0.003,0.00625,0.009134615,0.003,0.003,0.003
2022-08-22 14:03:20.476416854 +0000 UTC m=+36720.982370834,1661177000,0.004858491,0.00292,0.175,0.013863636,0.004142857,0.003142857,0.003,0.006916667,0.003222222,0.008716216,0.012565789,0.005,0.003,0.003
2022-08-22 14:04:20.480798185 +0000 UTC m=+36780.986752166,1661177060,0.00640625,0.002857143,0.2125,0.015357143,0.0045,0.00301626,0.003,0.0056893,0.003,0.008257576,0.011833333,0.01,0.003,0.003
2022-08-22 14:05:20.45449575 +0000 UTC m=+36840.960449760,1661177120,0.004507389,0.003,0.625,0.01,0.004714286,0.003017241,0.003,0.005603015,0.003,0.007071429,0.013382353,0.1,0.003,0.003
2022-08-22 14:06:20.386850971 +0000 UTC m=+36900.892804967,1661177180,0.003785124,0.003,0.125,0.014285714,0.008125,0.00305042,0.003,0.005981735,0.003,0.0075,0.013351064,0.003222222,0.003,0.003
2022-08-22 14:07:20.321018201 +0000 UTC m=+36960.826972210,1661177240,0.004614679,0.003,0.2125,0.012578125,0.003666667,0.003033898,0.003,0.006088517,0.003,0.007586207,0.0128125,0.0038,0.003,0.003
2022-08-22 14:08:20.406662165 +0000 UTC m=+37020.912616145,1661177300,0.0046621,0.002942857,0.15,0.015121951,0.003888889,0.003112676,0.003,0.005243644,0.003,0.008103448,0.011956522,0.0575,0.003,0.003
2022-08-22 14:09:20.482582469 +0000 UTC m=+37080.988536467,1661177360,0.004757848,0.003105263,0.4,0.01375,0.004666667,0.003017094,0.003,0.004979522,0.003,0.007884615,0.012012195,0.0038,0.003,0.003
2022-08-22 14:10:20.47352826 +0000 UTC m=+37140.979482251,1661177420,0.00442,0.002925926,0.25,0.014821429,0.011875,0.003033898,0.003,0.004947883,0.003,0.006571429,0.009716981,0.0038,0.003,0.003
2022-08-22 14:11:20.463787806 +0000 UTC m=+37200.969741803,1661177480,0.004155172,0.002941176,0.175,0.012903226,0.0075,0.003016393,0.003,0.0065625,0.0035,0.007960526,0.0109375,0.003666667,0.003,0.003
2022-08-22 14:12:20.70993631 +0000 UTC m=+37261.215890325,1661177540,0.00459447,0.003,0.175,0.012291667,0.007916667,0.00312844,0.003,0.004737313,0.0032,0.00625,0.010182927,0.003769231,0.003,0.003
2022-08-22 14:13:20.420969083 +0000 UTC m=+37320.926923063,1661177600,0.033333333,0.003,0.175,0.013181818,0.005,0.003037037,0.003,0.00599,0.003,0.008088235,0.012857143,0.06875,0.003,0.003
2022-08-22 14:14:20.457865123 +0000 UTC m=+37380.963819123,1661177660,0.003968326,0.003,0.15625,0.013243243,0.0053125,0.003041667,0.003,0.005418919,0.003,0.006916667,0.009825581,0.003125,0.003,0.003
2022-08-22 14:15:20.438048187 +0000 UTC m=+37440.944002185,1661177720,0.004798995,0.003190476,0.25,0.0125,0.00875,0.00303125,0.003,0.004508876,0.003,0.006477273,0.009471154,0.003,0.002333333,0.003
2022-08-22 14:16:20.391940358 +0000 UTC m=+37500.897894339,1661177780,0.004439331,0.003,0.333333333,0.015930233,0.0048,0.003033898,0.003,0.004899281,0.003,0.007426471,0.013423913,0.004,0.003,0.003
2022-08-22 14:17:20.332001138 +0000 UTC m=+37560.837955118,1661177840,0.004434599,0.003142857,0.375,0.015675676,0.003666667,0.003066116,0.003,0.005750916,0.003,0.008194444,0.01203125,0.00425,0.003,0.003
2022-08-22 14:18:20.488200827 +0000 UTC m=+37620.994154827,1661177900,0.004419048,0.003,0.25,0.011666667,0.005277778,0.003016949,0.003,0.004765027,0.003,0.006447368,0.010986842,0.041666667,0.003,0.003
2022-08-22 14:19:20.52234984 +0000 UTC m=+37681.028303836,1661177960,0.0065,0.003,0.175,0.015384615,0.0038,0.003,0.003,0.004722222,0.003,0.005882353,0.014107143,0.004333333,0.003,0.003
2022-08-22 14:20:20.391946749 +0000 UTC m=+37740.897900730,1661178020,0.004534653,0.003,0.3125,0.013269231,0.0075,0.003032,0.0035,0.005755319,0.003,0.007195122,0.010166667,0.0075,0.003,0.003
2022-08-22 14:21:20.439190482 +0000 UTC m=+37800.945144463,1661178080,0.00375,0.00292,0.175,0.01266129,0.005625,0.003056604,0.003,0.006074297,0.003,0.007628205,0.009943182,0.0034,0.003,0.003
2022-08-22 14:22:20.619709327 +0000 UTC m=+37861.125663338,1661178140,0.003912698,0.002939394,0.375,0.015431034,0.004142857,0.003054054,0.003,0.005525751,0.003,0.007152778,0.009947917,0.003666667,0.003,0.003
2022-08-22 14:23:20.301048516 +0000 UTC m=+37920.807002507,1661178200,0.004314286,0.002939394,0.175,0.014615385,0.0046,0.003119658,0.003,0.005383212,0.003666667,0.007297297,0.009528302,0.003153846,0.0026,0.003
2022-08-22 14:24:20.665392202 +0000 UTC m=+37981.171346208,1661178260,0.00546875,0.003,0.175,0.011171875,0.003,0.003053571,0.005,0.0047411,0.003,0.00725,0.009795918,0.01,0.003,0.003
2022-08-22 14:25:20.529779099 +0000 UTC m=+38041.035733079,1661178320,0.003990385,0.003,0.2,0.014736842,0.0035,0.003,0.003,0.004777049,0.003,0.006666667,0.010961538,0.0042,0.003,0.003
2022-08-22 14:26:20.55429007 +0000 UTC m=+38101.060244049,1661178380,0.003801688,0.003,0.175,0.0125,0.003666667,0.003036364,0.003,0.005452489,0.003,0.007708333,0.013088235,0.00425,0.002818182,0.003
2022-08-22 14:27:20.231535813 +0000 UTC m=+38160.737489794,1661178440,0.004213389,0.003,0.0875,0.012205882,0.006,0.003017699,0.003,0.005693833,0.003222222,0.007013889,0.010642857,0.003666667,0.002333333,0.003
2022-08-22 14:28:20.439297623 +0000 UTC m=+38220.945251603,1661178500,0.004350211,0.003,0.19375,0.0146875,0.00625,0.003032258,0.003,0.004297158,0.003,0.005609756,0.0121875,0.003,0.003,0.003
2022-08-22 14:29:20.35387723 +0000 UTC m=+38280.859831240,1661178560,0.004055556,0.003,0.2,0.012635135,0.00425,0.003035088,0.003,0.004776471,0.003,0.005961538,0.009947917,0.004636364,0.002818182,0.003
2022-08-22 14:30:20.463391116 +0000 UTC m=+38340.969345100,1661178620,0.004134454,0.003,0.175,0.0145,0.003333333,0.002982143,0.003,0.004671554,0.003,0.005431034,0.00984375,0.004272727,0.003,0.003
2022-08-22 14:31:20.284106986 +0000 UTC m=+38400.790060967,1661178680,0.004413953,0.003,0.185714286,0.013428571,0.008928571,0.003017699,0.003,0.006915323,0.003,0.012068966,0.013243243,0.003777778,0.002866667,0.003
2022-08-22 14:32:20.487457768 +0000 UTC m=+38460.993411755,1661178740,0.004364103,0.003,0.25,0.015121951,0.006388889,0.003,0.003,0.006068376,0.003,0.008416667,0.009285714,0.003,0.003,0.003
2022-08-22 14:33:20.32374138 +0000 UTC m=+38520.829695362,1661178800,0.003869919,0.003,0.1,0.01375,0.004333333,0.003016807,0.003,0.004434402,0.003,0.006451613,0.015142857,0.005,0.003,0.003
2022-08-22 14:34:20.484460034 +0000 UTC m=+38580.990414037,1661178860,0.005326087,0.003,0.1,0.010277778,0.006666667,0.003096154,0.003,0.004553009,0.003,0.006923077,0.01375,0.03125,0.003285714,0.003
2022-08-22 14:35:20.542493802 +0000 UTC m=+38641.048447783,1661178920,0.004375661,0.003,0.1,0.014583333,0.0075,0.003055046,0.003,0.005242718,0.003,0.007738095,0.009947917,0.0175,0.003,0.003
2022-08-22 14:36:20.774450737 +0000 UTC m=+38701.280404728,1661178980,0.005416667,0.003,0.175,0.013181818,0.005,0.003034783,0.003,0.005136555,0.003,0.007361111,0.011428571,0.00425,0.003,0.003
2022-08-22 14:37:20.65217947 +0000 UTC m=+38761.158133469,1661179040,0.004689119,0.003,0.2,0.015,0.003888889,0.003037383,0.003,0.005148936,0.003,0.006875,0.0136,0.003923077,0.003,0.003
2022-08-22 14:38:20.268223585 +0000 UTC m=+38820.774177594,1661179100,0.004451923,0.003,0.2125,0.010454545,0.006428571,0.003038095,0.003,0.004896552,0.003,0.006283784,0.009,0.0042,0.0026,0.003
2022-08-22 14:39:20.659799522 +0000 UTC m=+38881.165753502,1661179160,0.00475,0.003,0.175,0.014545455,0.006666667,0.003018182,0.003,0.005080645,0.003,0.006637931,0.014525862,0.005,0.003,0.003
2022-08-22 14:40:20.44703163 +0000 UTC m=+38940.952985620,1661179220,0.004719807,0.003,0.175,0.014791667,0.005625,0.003018349,0.003,0.00420904,0.003,0.005241935,0.008872549,0.005,0.002714286,0.003
2022-08-22 14:41:20.579772828 +0000 UTC m=+39001.085726832,1661179280,0.004619048,0.003,0.22,0.0145,0.0075,0.003072727,0.003,0.004596817,0.003,0.007325581,0.011184211,0.004428571,0.003,0.003
2022-08-22 14:42:20.473122594 +0000 UTC m=+39060.979076602,1661179340,0.003902439,0.003,0.175,0.0158125,0.003666667,0.003036697,0.003,0.005433333,0.003,0.007682927,0.011918605,0.005,0.003,0.003
2022-08-22 14:43:20.41718474 +0000 UTC m=+39120.923138738,1661179400,0.007058824,0.003,0.125,0.0125,0.004,0.003032258,0.003,0.004765396,0.003,0.007058824,0.011630435,0.004692308,0.003,0.003
2022-08-22 14:44:20.311092436 +0000 UTC m=+39180.817046434,1661179460,0.00476,0.003,0.1,0.013928571,0.005,0.003056075,0.003,0.004612717,0.003,0.00622093,0.00945,0.0625,0.003,0.003
2022-08-22 14:45:20.629423696 +0000 UTC m=+39241.135377683,1661179520,0.004724444,0.00292,0.2125,0.012857143,0.003285714,0.003,0.003,0.005083682,0.003,0.0069375,0.011418919,0.05,0.003,0.003
2022-08-22 14:46:20.842842929 +0000 UTC m=+39301.348796909,1661179580,0.004215311,0.003,0.175,0.01375,0.004333333,0.003,0.003,0.004979167,0.003,0.0078125,0.0115,0.0035,0.003,0.003
2022-08-22 14:47:20.708373339 +0000 UTC m=+39361.214327328,1661179640,0.004134921,0.003,0.225,0.014285714,0.005833333,0.003051724,0.003666667,0.005180412,0.003,0.007777778,0.012727273,0.004,0.003,0.003
2022-08-22 14:48:20.324470492 +0000 UTC m=+39420.830424491,1661179700,0.016847826,0.003,0.15,0.009347826,0.004,0.003053097,0.003,0.006920415,0.003,0.008465909,0.0113125,0.004294118,0.003181818,0.003
2022-08-22 14:49:20.429828672 +0000 UTC m=+39480.935782652,1661179760,0.004405858,0.003,0.25,0.015625,0.0075,0.003055046,0.003,0.005412736,0.003,0.008790323,0.016477273,0.01375,0.003,0.003
2022-08-22 14:50:20.353220272 +0000 UTC m=+39540.859174283,1661179820,0.00484127,0.003064516,0.175,0.013428571,0.0075,0.003017241,0.003,0.004980769,0.003,0.007037037,0.0109375,0.025,0.0026,0.003
2022-08-22 14:51:20.436357021 +0000 UTC m=+39600.942311029,1661179880,0.009797297,0.003,0.3125,0.015965909,0.006,0.00305042,0.003,0.004923077,0.003,0.007785714,0.014076087,0.063461538,0.003,0.003
2022-08-22 14:52:20.3676417 +0000 UTC m=+39660.873595681,1661179940,0.004013333,0.002928571,0.2125,0.015,0.006071429,0.003031496,0.0035,0.004747899,0.003,0.007884615,0.0125,0.01,0.003,0.003
2022-08-22 14:53:20.389459597 +0000 UTC m=+39720.895413578,1661180000,0.004714286,0.003066667,0.2125,0.014090909,0.0075,0.003032,0.003,0.006407658,0.003,0.0085,0.015666667,0.0045,0.003,0.003
2022-08-22 14:54:20.583957395 +0000 UTC m=+39781.089911394,1661180060,0.004792079,0.003,0.3125,0.0125,0.003769231,0.00305042,0.003,0.005052743,0.003,0.00725,0.00940678,0.05625,0.003,0.003
2022-08-22 14:55:20.508427352 +0000 UTC m=+39841.014381331,1661180120,0.007794118,0.003,0.25,0.011818182,0.007272727,0.003018182,0.003,0.006095506,0.003,0.008175676,0.013409091,0.004333333,0.003,0.003
2022-08-22 14:56:20.414459683 +0000 UTC m=+39900.920413672,1661180180,0.004073394,0.002888889,0.175,0.012884615,0.0042,0.003114286,0.003,0.005444162,0.003,0.007916667,0.0128125,0.004,0.003,0.003
2022-08-22 14:57:20.688017856 +0000 UTC m=+39961.193971853,1661180240,0.004288462,0.003,0.375,0.012,0.005357143,0.002980583,0.003666667,0.005289179,0.003,0.006346154,0.009456522,0.05625,0.003285714,0.003
2022-08-22 14:58:20.585020493 +0000 UTC m=+40021.090974495,1661180300,0.004452632,0.003,0.625,0.011935484,0.006428571,0.003019231,0.003,0.004514196,0.003,0.007241379,0.0109375,0.057142857,0.003,0.003
2022-08-22 14:59:20.543202924 +0000 UTC m=+40081.049156905,1661180360,0.006851852,0.003,0.354166667,0.012109375,0.005833333,0.003032,0.003,0.004672131,0.003,0.005576923,0.01,0.078125,0.003,0.003
2022-08-22 15:00:20.457025476 +0000 UTC m=+40140.962979484,1661180420,0.004934426,0.003105263,0.175,0.011339286,0.006666667,0.003018182,0.003,0.004411765,0.003,0.006442308,0.012307692,0.005,0.003,0.003
2022-08-22 15:01:20.338385551 +0000 UTC m=+40200.844339531,1661180480,0.004801047,0.003,0.2,0.013857143,0.01,0.003036364,0.003,0.00575,0.003,0.007941176,0.011125,0.025,0.003,0.003
2022-08-22 15:02:20.46688882 +0000 UTC m=+40260.972842800,1661180540,0.00625,0.003095238,0.2,0.014864865,0.004333333,0.003016807,0.003666667,0.005707071,0.003,0.007580645,0.015263158,0.0375,0.003,0.003
2022-08-22 15:03:20.378727043 +0000 UTC m=+40320.884681022,1661180600,0.007788462,0.003,0.175,0.011928571,0.006,0.003,0.003,0.004569697,0.003,0.005517241,0.009259259,0.01,0.003,0.003
2022-08-22 15:04:20.438700485 +0000 UTC m=+40380.944654465,1661180660,0.003994924,0.003,0.3125,0.0125,0.004428571,0.003018182,0.003,0.004856678,0.003,0.006323529,0.009705882,0.0038,0.003,0.003
2022-08-22 15:05:20.400352575 +0000 UTC m=+40440.906306580,1661180720,0.00475,0.003,0.25,0.013333333,0.005416667,0.003114286,0.003,0.004953642,0.003,0.006861702,0.009607843,0.0075,0.003,0.003
2022-08-22 15:06:20.520201583 +0000 UTC m=+40501.026155564,1661180780,0.00388716,0.003,0.19375,0.0154375,0.006666667,0.003034783,0.003,0.005241935,0.0034,0.006686047,0.010348837,0.0036,0.002777778,0.003
2022-08-22 15:07:20.359521562 +0000 UTC m=+40560.865475551,1661180840,0.004766497,0.003,0.25,0.012578125,0.0038,0.003035088,0.003,0.005504484,0.003285714,0.007222222,0.014256757,0.003666667,0.003,0.003
2022-08-22 15:08:20.372344888 +0000 UTC m=+40620.878298868,1661180900,0.009411765,0.003,0.65,0.012785714,0.003909091,0.003053571,0.003,0.005219907,0.003,0.0078125,0.013841463,0.072916667,0.003133333,0.003
2022-08-22 15:09:20.493188691 +0000 UTC m=+40680.999142671,1661180960,0.003672414,0.003,0.2125,0.015526316,0.0075,0.003,0.003,0.005117925,0.003,0.006969697,0.010535714,0.0032,0.003,0.003
2022-08-22 15:10:20.606739283 +0000 UTC m=+40741.112693264,1661181020,0.004523364,0.003,,0.014191176,,0.003056075,,0.006659751,0.003,0.008571429,0.013040541,0.0045,,0.003
2022-08-22 15:11:20.39868791 +0000 UTC m=+40800.904641918,1661181080,0.010340909,0.003,0.25,0.01375,0.0065,0.00307767,0.003,0.005595238,0.003,0.00765625,0.013829787,0.1375,0.003,0.003
2022-08-22 15:12:20.732021738 +0000 UTC m=+40861.237975717,1661181140,0.004538462,0.003,0.416666667,0.0125,0.006875,0.003079208,0.003,0.006112245,0.003,0.00875,0.01375,0.0075,0.003,0.003
2022-08-22 15:13:20.60183141 +0000 UTC m=+40921.107785390,1661181200,0.004693023,0.003,0.2125,0.01375,0.006071429,0.003017544,0.003,0.004921147,0.003,0.006517857,0.010192308,0.0034,0.002777778,0.003
2022-08-22 15:14:20.614626589 +0000 UTC m=+40981.120580571,1661181260,0.00458,0.002928571,0.25,0.012635135,0.0034,0.003033898,0.003,0.005052083,0.003,0.007426471,0.012616279,0.02125,0.003,0.003
2022-08-22 15:15:20.492345122 +0000 UTC m=+41040.998299105,1661181320,0.004804598,0.003,0.1875,0.015581395,0.0084375,0.003078431,0.003,0.006,0.003,0.008513514,0.01495,0.0175,0.003,0.003
2022-08-22 15:16:20.480519882 +0000 UTC m=+41100.986473893,1661181380,0.004504425,0.003074074,0.175,0.011538462,0.00625,0.003072727,0.003,0.005464876,0.003,0.0075,0.012142857,0.003,0.003,0.003
2022-08-22 15:17:20.503111469 +0000 UTC m=+41161.009065467,1661181440,0.003582192,0.003,0.23125,0.011875,0.005,0.003070796,0.003,0.004970674,0.003,0.006627907,0.01046875,0.004777778,0.003,0.003
2022-08-22 15:18:20.385124585 +0000 UTC m=+41220.891078566,1661181500,0.004473171,0.003,0.225,0.016891892,0.01,0.003050847,0.003,0.007216667,0.003,0.010227273,0.01627551,0.0175,0.003,0.003
2022-08-22 15:19:20.393301377 +0000 UTC m=+41280.899255377,1661181560,0.004213974,0.003,0.225,0.011875,0.0042,0.003,0.003,0.005920543,0.003,0.00722973,0.011646341,0.004166667,0.003,0.003
2022-08-22 15:20:20.476867705 +0000 UTC m=+41340.982821685,1661181620,0.004509259,0.002925926,0.2125,0.015,0.006666667,0.003113208,0.003,0.006554348,0.003,0.00875,0.01328125,0.025,0.003,0.003
2022-08-22 15:21:20.425322425 +0000 UTC m=+41400.931276406,1661181680,0.006136364,0.002904762,0.1375,0.011928571,0.008,0.003096154,0.003,0.005011792,0.003,0.008557692,0.0131875,0.004111111,0.0026,0.003
2022-08-22 15:22:20.579060209 +0000 UTC m=+41461.085014193,1661181740,0.004355102,0.003,0.2125,0.015121951,0.007222222,0.003081301,0.003,0.005226378,0.003,0.007115385,0.012790698,0.0042,0.002777778,0.003
2022-08-22 15:23:20.383030507 +0000 UTC m=+41520.888984497,1661181800,0.0059375,0.003,0.375,0.013552632,0.00625,0.003036697,0.003,0.004835714,0.003,0.006764706,0.01048913,0.04375,0.003,0.003
2022-08-22 15:24:20.551178912 +0000 UTC m=+41581.057132900,1661181860,0.004262673,0.003,0.175,0.013984375,,0.003018349,0.003,0.004726115,0.003,0.006370968,0.012142857,0.075,0.003,0.003
2022-08-22 15:25:20.36936308 +0000 UTC m=+41640.875317062,1661181920,0.004732057,0.003,0.2125,0.011,0.006666667,0.003033613,0.003,0.00641055,0.003153846,0.011544118,0.01375,0.004818182,0.003,0.003
2022-08-22 15:26:20.590159966 +0000 UTC m=+41701.096113947,1661181980,0.004651786,0.002888889,0.3125,0.014411765,0.01,0.003043011,0.003,0.004687273,0.003,0.006796875,0.012727273,0.070833333,0.003,0.003
2022-08-22 15:27:20.467543807 +0000 UTC m=+41760.973497795,1661182040,0.007307692,0.003206897,0.28125,0.014125,0.004,0.003056075,0.003,0.004758514,0.003,0.0075,0.0125,0.02125,0.003,0.003
2022-08-22 15:28:20.651533613 +0000 UTC m=+41821.157487618,1661182100,0.004327434,0.003,0.375,0.016666667,0.008125,0.003016,0.003,0.005137131,0.003,0.007016129,0.011875,0.03125,0.003,0.003
2022-08-22 15:29:20.59059591 +0000 UTC m=+41881.096549896,1661182160,0.004101215,0.003,0.325,0.013984375,0.0075,0.003033058,0.003,0.00596875,0.003,0.008333333,0.010769231,0.004,0.003,0.003
2022-08-22 15:30:20.677322018 +0000 UTC m=+41941.183275998,1661182220,0.004846847,0.003,0.625,0.011973684,0.0075,0.003067797,0.004,0.006319742,0.003,0.008839286,0.014807692,0.0042,0.003,0.003
2022-08-22 15:31:20.611636143 +0000 UTC m=+42001.117590151,1661182280,0.00446087,0.003,,0.013648649,,0.003,,0.004716475,0.003,0.006484375,0.015284091,0.004111111,,0.003
2022-08-22 15:32:20.645793364 +0000 UTC m=+42061.151747352,1661182340,0.004922705,0.003,0.175,0.013629032,0.00625,0.003040404,0.003,0.005342857,0.003,0.007159091,0.014573171,0.00475,0.003,0.003
2022-08-22 15:33:20.447792544 +0000 UTC m=+42120.953746524,1661182400,0.005192308,0.003074074,0.375,0.012692308,0.01,0.0030625,0.003,0.005684783,0.0034,0.008285714,0.011216216,0.004,0.003,0.003
2022-08-22 15:34:20.613299385 +0000 UTC m=+42181.119253364,1661182460,0.006,0.003,0.333333333,0.013055556,0.0075,0.003036697,0.003,0.005301047,0.003285714,0.007734375,0.012171053,0.025,0.003,0.003
2022-08-22 15:35:20.568714003 +0000 UTC m=+42241.074668010,1661182520,0.00396,0.003,0.2125,0.014256757,0.003857143,0.00304,0.003,0.005922747,0.003,0.007986111,0.012897727,0.0175,0.003,0.003
2022-08-22 15:36:20.438109457 +0000 UTC m=+42300.944063458,1661182580,0.004836066,0.003,0.1,0.013629032,0.004,0.003035088,0.003,0.005526316,0.003,0.007763158,0.009945652,0.0036,0.003,0.003
2022-08-22 15:37:20.427871379 +0000 UTC m=+42360.933825378,1661182640,0.008629032,0.003,0.2125,0.011590909,0.0075,0.003036364,0.003,0.00464881,0.003,0.006554054,0.009305556,0.00625,0.002777778,0.003
2022-08-22 15:38:20.572218721 +0000 UTC m=+42421.078172715,1661182700,0.00625,0.003,0.19375,0.012647059,0.00625,0.003113208,0.003,0.004897764,0.003,0.007267442,0.011875,0.0036,0.003,0.003
2022-08-22 15:39:20.308007286 +0000 UTC m=+42480.813961296,1661182760,0.004882927,0.002925926,0.3125,0.010241935,0.0075,0.003093458,0.003,0.004759197,0.003285714,0.00640625,0.009728261,0.004428571,0.002714286,0.003
2022-08-22 15:40:20.549526579 +0000 UTC m=+42541.055480572,1661182820,0.00366383,0.003,,0.0103125,0.0075,0.003036364,,0.004963899,0.003,0.007,0.013920455,0.004333333,,0.003
2022-08-22 15:41:20.544418309 +0000 UTC m=+42601.050372289,1661182880,0.004894737,0.00316,0.19375,0.017105263,0.0075,0.003072072,0.003,0.005078534,0.003666667,0.007321429,0.011125,0.079166667,0.003,0.003
