time,timestamp,recommendationservice_productcatalogservice,checkoutservice_emailservice,frontend_productcatalogservice,checkoutservice_cartservice,frontend_currencyservice,frontend_checkoutservice,frontend_adservice,frontend_cartservice,frontend_recommendationservice,checkoutservice_paymentservice,frontend_shippingservice,checkoutservice_productcatalogservice,checkoutservice_currencyservice,checkoutservice_shippingservice
2022-08-22 14:53:20.407914152 +0000 UTC m=+39720.913868143,1661180000,0.011323529,0.004,0.008608949,0.0034,0.008150407,0.175,0.014207317,0.004324324,0.017216981,0.004,0.003952381,0.01375,0.0375,0.0034
2022-08-22 14:54:20.608521818 +0000 UTC m=+39781.114475816,1661180060,0.0078125,0.003333333,0.006830189,0.005,0.008785714,0.23125,0.012647059,0.004037975,0.01240566,0.0045,0.0041,0.0075,0.079166667,0.003153846
2022-08-22 14:55:20.529751657 +0000 UTC m=+39841.035705636,1661180120,0.01,0.003,0.007701342,0.0042,0.008907767,0.1,0.012272727,0.005375,0.01585,0.003,0.003695652,0.01,0.01,0.003666667
2022-08-22 14:56:20.432206069 +0000 UTC m=+39900.938160049,1661180180,0.008782051,0.003,0.007521459,0.007142857,0.007520833,0.175,0.013833333,0.00479661,0.014308511,0.006666667,0.003380952,0.007,0.004428571,0.0042
2022-08-22 14:57:20.708776599 +0000 UTC m=+39961.214730579,1661180240,0.007790698,0.003666667,0.007637255,0.003666667,0.007421875,0.4375,0.014318182,0.003783784,0.012941176,0.005,0.004066667,0.0071875,0.053125,0.003285714
2022-08-22 14:58:20.605530025 +0000 UTC m=+40021.111484005,1661180300,0.008951613,0.004,0.007326087,0.005,0.008370536,0.25,0.0128125,0.004365079,0.013673469,0.004,0.003666667,0.0125,0.045833333,0.0034
2022-08-22 14:59:20.562307938 +0000 UTC m=+40081.068261927,1661180360,0.008,0.0032,0.007960251,0.003588235,0.009823232,0.375,0.01375,0.003963855,0.012666667,0.00375,0.003666667,0.009,0.058333333,0.003095238
2022-08-22 15:00:20.480078136 +0000 UTC m=+40140.986032116,1661180420,0.009125,0.0075,0.007660985,0.005,0.008898305,0.175,0.012327586,0.006736111,0.016226415,0.0075,0.004692308,0.0175,0.0035,0.003
2022-08-22 15:01:20.417080884 +0000 UTC m=+40200.923034881,1661180480,0.009107143,0.0034,0.007141089,0.006875,0.007876344,0.225,0.014411765,0.005330189,0.013333333,0.0034,0.003636364,0.015,0.004333333,0.003666667
2022-08-22 15:02:20.548015713 +0000 UTC m=+40261.053969703,1661180540,0.010731707,0.003666667,0.00880531,0.003285714,0.008495575,0.19375,0.015416667,0.004352113,0.015974576,0.005,0.004,0.0075,0.0375,0.003285714
2022-08-22 15:03:20.39640034 +0000 UTC m=+40320.902354322,1661180600,0.007282609,0.0035,0.006654135,0.0042,0.01,0.175,0.012708333,0.004552239,0.010666667,0.005,0.003173913,0.007857143,0.005,0.0042
2022-08-22 15:04:20.454177939 +0000 UTC m=+40380.960131938,1661180660,0.008,0.003,0.007367347,0.005,0.007431818,0.375,0.0145,0.005708333,0.013113208,0.004,0.004076923,0.009,0.03125,0.003
2022-08-22 15:05:20.418323309 +0000 UTC m=+40440.924277298,1661180720,0.007386364,0.003,0.006858238,0.007083333,0.0079,0.375,0.01375,0.004766667,0.011530612,0.0035,0.003454545,0.010833333,0.005,0.003222222
2022-08-22 15:06:20.539324477 +0000 UTC m=+40501.045278481,1661180780,0.008111111,0.003,0.00794708,0.005,0.00722561,0.2125,0.015769231,0.004545455,0.01387931,0.0035,0.003888889,0.008636364,0.004125,0.003857143
2022-08-22 15:07:20.378116373 +0000 UTC m=+40560.884070353,1661180840,0.009573171,0.003,0.008366337,0.005,0.008561321,0.175,0.013046875,0.004222222,0.017638889,0.005,0.004368421,0.0075,0.03125,0.003
2022-08-22 15:08:20.38909016 +0000 UTC m=+40620.895044139,1661180900,0.009573171,0.003,0.007435065,0.004111111,0.009031532,0.5,0.012954545,0.0046,0.016509434,0.0038,0.003941176,0.006875,0.080555556,0.003333333
2022-08-22 15:09:20.514047142 +0000 UTC m=+40681.020001132,1661180960,0.008790323,0.003,0.007797619,0.00625,0.006391509,0.2125,0.015571429,0.005507813,0.01328125,0.0175,0.003333333,0.016,0.004,0.00625
2022-08-22 15:10:20.632678034 +0000 UTC m=+40741.138632024,1661181020,0.009097222,,0.008001761,,0.009470803,0.1,0.015675676,0.005833333,0.0171875,,0.004222222,,,
2022-08-22 15:11:20.419825871 +0000 UTC m=+40800.925779860,1661181080,0.00902439,0.003,0.007721774,0.003666667,0.008,0.25,0.013870968,0.003853333,0.01515625,0.003,0.003416667,0.007916667,0.00875,0.003
2022-08-22 15:12:20.754219381 +0000 UTC m=+40861.260173370,1661181140,0.009921875,0.0034,0.008140351,0.006666667,0.010326087,0.4375,0.014714286,0.0043125,0.015357143,0.003,0.0037,0.00796875,0.04375,0.0034
2022-08-22 15:13:20.620634629 +0000 UTC m=+40921.126588608,1661181200,0.007986111,0.0035,0.007962963,0.004333333,0.008580508,0.1,0.0145,0.005857143,0.014245283,0.0035,0.0039,0.009722222,0.005,0.005
2022-08-22 15:14:20.63003231 +0000 UTC m=+40981.135986299,1661181260,0.009485294,0.005,0.008333333,0.003666667,0.00888,0.2125,0.013333333,0.005384615,0.01465,0.005,0.003857143,0.005,0.025,0.003666667
2022-08-22 15:15:20.564937913 +0000 UTC m=+41041.070891893,1661181320,0.012115385,0.003,0.008739837,0.0035,0.008383459,0.2,0.016306818,0.005052083,0.016160714,0.0075,0.0044,0.013409091,0.004733333,0.00475
2022-08-22 15:16:20.49960354 +0000 UTC m=+41101.005557521,1661181380,0.009,0.003,0.00726087,0.005,0.008533654,0.175,0.012692308,0.004612903,0.0146875,0.004,0.003941176,0.008125,0.003222222,0.004
2022-08-22 15:17:20.524170275 +0000 UTC m=+41161.030124275,1661181440,0.00827381,0.003333333,0.00754386,0.003363636,0.006017699,0.225,0.013611111,0.004342857,0.01254717,0.0045,0.003416667,0.0095,0.0048,0.003545455
2022-08-22 15:18:20.413813911 +0000 UTC m=+41220.919767892,1661181500,0.01222973,0.003,0.009324324,0.005833333,0.008487395,0.2,0.016689189,0.006697531,0.018262712,0.0035,0.003545455,0.0175,0.04375,0.003222222
2022-08-22 15:19:20.416295286 +0000 UTC m=+41280.922249266,1661181560,0.008355263,0.004333333,0.007834052,0.005833333,0.007794118,0.175,0.011944444,0.005211864,0.013,0.00625,0.003833333,0.007777778,0.00875,0.003222222
2022-08-22 15:20:20.493494019 +0000 UTC m=+41340.999447999,1661181620,0.009011628,0.004,0.008233083,0.004,0.007711864,0.2125,0.015769231,0.004964912,0.016724138,0.004,0.003947368,0.01,0.00375,0.003
2022-08-22 15:21:20.441811291 +0000 UTC m=+41400.947765271,1661181680,0.010234375,0.003,0.007809524,0.005,0.009194444,0.1375,0.012205882,0.004264706,0.0143125,0.003,0.003347826,0.013,0.003444444,0.003
2022-08-22 15:22:20.606819608 +0000 UTC m=+41461.112773589,1661181740,0.009069767,0.004333333,0.00764245,0.007142857,0.007873134,0.2125,0.015357143,0.005688406,0.015948276,0.005833333,0.00375,0.009285714,0.003923077,0.004333333
2022-08-22 15:23:20.402665791 +0000 UTC m=+41520.908619794,1661181800,0.008081395,0.003,0.007467249,0.004333333,0.018625,0.375,0.013181818,0.005990566,0.012295918,0.004333333,0.003941176,0.01,0.0375,0.003222222
2022-08-22 15:24:20.572978879 +0000 UTC m=+41581.078932869,1661181860,0.008387097,0.003,0.007925532,0.003,0.007991453,0.175,0.014191176,0.004724138,0.014591837,0.003,0.0037,0.0075,0.075,0.003
2022-08-22 15:25:20.389499877 +0000 UTC m=+41640.895453870,1661181920,0.011973684,0.003,0.00826555,0.004333333,0.008515625,0.205,0.011,0.004128205,0.01606383,0.004333333,0.003071429,0.01,0.004333333,0.004333333
2022-08-22 15:26:20.607711125 +0000 UTC m=+41701.113665115,1661181980,0.009354839,0.003,0.008337209,0.004,0.009936975,0.75,0.015625,0.004622642,0.013214286,0.004,0.004066667,0.009583333,0.003545455,0.0034
2022-08-22 15:27:20.484511193 +0000 UTC m=+41760.990465191,1661182040,0.0097,0.003333333,0.007178715,0.006388889,0.014444444,0.333333333,0.014736842,0.006050725,0.014558824,0.003,0.004263158,0.00775,0.0375,0.003545455
2022-08-22 15:28:20.674217213 +0000 UTC m=+41821.180171201,1661182100,0.009393939,0.004333333,0.007733119,0.006428571,0.005916031,0.3125,0.01701087,0.005429687,0.013136364,0.003,0.003695652,0.008888889,0.0048,0.003
2022-08-22 15:29:20.614553872 +0000 UTC m=+41881.120507851,1661182160,0.008472222,0.003,0.007830579,0.005625,0.007329545,0.225,0.014714286,0.004173333,0.013673469,0.0045,0.004176471,0.009666667,0.004043478,0.005
2022-08-22 15:30:20.708539923 +0000 UTC m=+41941.214493928,1661182220,0.009772727,0.004,0.008591102,0.004,0.00914,0.25,0.012960526,0.004073171,0.018967391,0.004,0.004529412,0.009166667,0.1,0.003
2022-08-22 15:31:20.635042321 +0000 UTC m=+42001.140996301,1661182280,0.009779412,,0.007746479,,0.008256303,0.075,0.014256757,0.004178082,0.01606383,,0.003631579,,,
2022-08-22 15:32:20.673785395 +0000 UTC m=+42061.179739384,1661182340,0.009596774,0.003,0.008394737,0.004,0.008032787,0.175,0.015,0.005686275,0.015166667,0.004,0.003526316,0.01,0.00325,0.003
2022-08-22 15:33:20.466076437 +0000 UTC m=+42120.972030428,1661182400,0.008414634,0.003,0.007844828,0.0075,0.009448819,0.1,0.013928571,0.005778689,0.015625,0.005,0.004176471,0.01,0.0625,0.003666667
2022-08-22 15:34:20.687895412 +0000 UTC m=+42181.193849394,1661182460,0.009596774,0.003,0.008269231,0.006428571,0.008145161,0.375,0.013611111,0.004,0.015416667,0.003,0.0041,0.01075,0.004263158,0.003666667
2022-08-22 15:35:20.587270422 +0000 UTC m=+42241.093224412,1661182520,0.009391892,0.00625,0.007939331,0.0075,0.006880952,0.075,0.014583333,0.00378481,0.015,0.003,0.00332,0.0075,0.004714286,0.005
2022-08-22 15:36:20.456068563 +0000 UTC m=+42300.962022546,1661182580,0.00875,0.003,0.007893617,0.005,0.008481308,0.175,0.014921875,0.005719697,0.014897959,0.003,0.003769231,0.004,0.0075,0.005
2022-08-22 15:37:20.44889847 +0000 UTC m=+42360.954852449,1661182640,0.007434211,0.003,0.00670412,0.005833333,0.008009259,0.175,0.011935484,0.004821429,0.012234043,0.003,0.003416667,0.009642857,0.005,0.0035
2022-08-22 15:38:20.595221643 +0000 UTC m=+42421.101175633,1661182700,0.009085366,0.003,0.008169643,0.004333333,0.008027523,0.1,0.0128125,0.004315068,0.013984375,0.0035,0.00348,0.0075,0.005,0.003222222
2022-08-22 15:39:20.326702954 +0000 UTC m=+42480.832656934,1661182760,0.00777027,0.003,0.006757642,0.0034,0.008022727,0.2,0.012205882,0.003712644,0.01,0.004,0.00337037,0.0075,0.0075,0.0034
2022-08-22 15:40:20.569009212 +0000 UTC m=+42541.074963203,1661182820,0.0090625,,0.00754329,0.0075,0.00654661,0.175,0.011607143,0.00459322,0.013837209,,0.003357143,0.0175,0.005,0.003
2022-08-22 15:41:20.56661817 +0000 UTC m=+42601.072572161,1661182880,0.009090909,0.0035,0.008604418,0.007222222,0.008375,0.25,0.017682927,0.006201299,0.014821429,0.0035,0.004411765,0.009375,0.025,0.004333333
2022-08-22 15:42:20.350793236 +0000 UTC m=+42660.856747216,1661182940,0.008382353,0.005,0.006717172,0.003666667,0.009119048,0.375,0.014342105,0.004925926,0.01222973,0.005,0.003352941,0.008333333,0.066666667,0.006666667
2022-08-22 15:43:20.603165814 +0000 UTC m=+42721.109119795,1661183000,0.008869048,0.003571429,0.007973602,0.0046,0.009665179,0.175,0.013076923,0.004594595,0.016,0.004,0.003727273,0.007708333,0.004157895,0.004
2022-08-22 15:44:20.526371227 +0000 UTC m=+42781.032325207,1661183060,0.009342105,0.003,0.007306202,0.004,0.007479675,0.205,0.014166667,0.004168831,0.015,0.0034,0.003266667,0.01,0.0046,0.0034
2022-08-22 15:45:20.315615781 +0000 UTC m=+42840.821569779,1661183120,0.008026316,0.004333333,0.007491259,0.006428571,0.00754717,0.2125,0.013355263,0.005227273,0.013382353,0.004333333,0.004,0.01,0.004090909,0.004333333
2022-08-22 15:46:20.524113597 +0000 UTC m=+42901.030067611,1661183180,0.008783784,0.003285714,0.00786645,0.007142857,0.008851351,0.3125,0.0125,0.005688406,0.014473684,0.003666667,0.003583333,0.01,0.025,0.005
2022-08-22 15:47:20.539506521 +0000 UTC m=+42961.045460535,1661183240,0.010661765,0.003,0.008399209,0.0042,0.024571429,0.2125,0.014285714,0.004362319,0.0165625,0.003666667,0.003727273,0.016,0.066666667,0.003666667
2022-08-22 15:48:20.468668902 +0000 UTC m=+43020.974622891,1661183300,0.008097826,0.003,0.007859477,0.004,0.009467213,0.2,0.014545455,0.0045625,0.015338983,0.00625,0.00347619,0.008333333,0.0038,0.004
2022-08-22 15:49:20.451409677 +0000 UTC m=+43080.957363656,1661183360,0.009,0.004,0.007167969,0.005,0.009339623,0.25,0.01375,0.004,0.013979592,0.003,0.003823529,0.005,0.0075,0.005
2022-08-22 15:50:20.576881609 +0000 UTC m=+43141.082835617,1661183420,0.008445946,0.003,0.007161922,0.0075,0.007521008,0.291666667,0.014453125,0.00531746,0.01375,0.004,0.003416667,0.0125,0.078571429,0.004
2022-08-22 15:51:20.504845197 +0000 UTC m=+43201.010799181,1661183480,0.009013158,0.003,0.00765121,0.006666667,0.027777778,0.75,0.01,0.005655738,0.01525,0.003,0.0035,0.0075,0.0875,0.003
2022-08-22 15:52:20.79942611 +0000 UTC m=+43261.305380099,1661183540,0.00827381,0.003,0.007564815,0.0035,0.016944444,0.4375,0.012837838,0.004836066,0.014038462,0.0035,0.003571429,0.005555556,0.0045,0.003
2022-08-22 15:53:20.594631388 +0000 UTC m=+43321.100585381,1661183600,0.008684211,0.003,0.007538023,0.0034,0.009601064,0.175,0.011544118,0.004416667,0.015357143,0.003,0.003909091,0.0175,0.025,0.0034
2022-08-22 15:54:20.642883854 +0000 UTC m=+43381.148837836,1661183660,0.009583333,0.003,0.008451417,0.0038,0.019545455,0.4375,0.016689189,0.004821429,0.01609375,0.005,0.004066667,0.007083333,0.066666667,0.003666667
2022-08-22 15:55:20.527682607 +0000 UTC m=+43441.033636587,1661183720,0.008970588,0.003,0.007595057,0.006875,0.007834821,0.2125,0.017720588,0.005811688,0.014528302,0.003,0.003962963,0.01,0.0075,0.003
2022-08-22 15:56:20.487797063 +0000 UTC m=+43500.993751044,1661183780,0.009459459,0.003,0.006792829,0.005,0.007439024,0.175,0.013308824,0.006212121,0.013367347,0.003,0.003571429,0.01,0.01,0.005
2022-08-22 15:57:20.39636035 +0000 UTC m=+43560.902314337,1661183840,0.008536585,0.003,0.007122222,0.006,0.007252252,0.291666667,0.01475,0.004476923,0.012321429,0.003666667,0.00372,0.00875,0.004166667,0.003285714
2022-08-22 15:58:20.670826955 +0000 UTC m=+43621.176780942,1661183900,0.009605263,0.003333333,0.008951311,0.0045,0.007801724,0.175,0.016315789,0.004575758,0.015978261,0.0045,0.004294118,0.00625,0.004636364,0.004111111
2022-08-22 15:59:20.615314156 +0000 UTC m=+43681.121268146,1661183960,0.008152174,0.003,0.007911647,0.006875,0.008837719,0.375,0.0124,0.0053,0.01495283,0.0035,0.003823529,0.00675,0.005,0.003
2022-08-22 16:00:20.575452568 +0000 UTC m=+43741.081406550,1661184020,0.008863636,0.003,0.00814978,0.0036,0.007977099,0.25,0.013181818,0.005778689,0.015178571,0.004,0.003875,0.008214286,0.005833333,0.004428571
2022-08-22 16:01:20.481963258 +0000 UTC m=+43800.987917237,1661184080,0.009833333,0.003,0.008760081,0.004428571,0.007585616,0.175,0.013,0.005,0.016026786,0.0034,0.003857143,0.007777778,0.025,0.0034
2022-08-22 16:02:20.391280542 +0000 UTC m=+43860.897234549,1661184140,0.008680556,0.003,0.007803347,0.0042,0.0115,0.225,0.012837838,0.004083333,0.015510204,0.005,0.003875,0.009166667,0.0046,0.003285714
2022-08-22 16:03:20.704866816 +0000 UTC m=+43921.210820797,1661184200,0.008136364,0.003,0.007795608,0.0055,0.007128378,0.175,0.014632353,0.00458209,0.014396552,0.0034,0.003434783,0.0084375,0.003714286,0.003181818
2022-08-22 16:04:20.563280154 +0000 UTC m=+43981.069234167,1661184260,0.008571429,0.003,0.007326733,0.005,0.007923387,0.175,0.0150625,0.006343284,0.013382353,0.003666667,0.003615385,0.008,0.01,0.003285714
2022-08-22 16:05:20.635324347 +0000 UTC m=+44041.141278365,1661184320,0.009264706,0.003666667,0.007887931,0.006666667,0.008863636,0.3125,0.0175,0.005845588,0.016964286,0.003666667,0.004052632,0.0125,0.02125,0.005
2022-08-22 16:06:20.645127677 +0000 UTC m=+44101.151081684,1661184380,0.0086875,0.003,0.007116337,0.004333333,0.009490291,0.1,0.013040541,0.004301587,0.011216216,0.005,0.003222222,0.0125,0.0034,0.003
2022-08-22 16:07:20.598679855 +0000 UTC m=+44161.104633834,1661184440,0.009411765,0.003,0.008208556,0.003857143,0.009065041,0.175,0.014342105,0.004266667,0.015113636,0.004333333,0.003909091,0.008,0.004833333,0.003222222
2022-08-22 16:08:20.609203233 +0000 UTC m=+44221.115157215,1661184500,0.009090909,0.004,0.00732906,0.004,0.008427419,0.375,0.014539474,0.0046,0.013658537,0.00625,0.003625,0.006875,0.058333333,0.005
2022-08-22 16:09:20.597658806 +0000 UTC m=+44281.103612786,1661184560,0.01,0.003,0.007835498,0.006875,0.008522727,0.25,0.013269231,0.005653846,0.01462766,0.0035,0.003608696,0.009444444,0.003625,0.004333333
2022-08-22 16:10:20.619047764 +0000 UTC m=+44341.125001748,1661184620,0.008257576,0.003285714,0.007144231,0.005,0.007434211,0.2125,0.014791667,0.005919118,0.011833333,0.003666667,0.004764706,0.007777778,0.003947368,0.003461538
2022-08-22 16:11:20.420934408 +0000 UTC m=+44400.926888390,1661184680,0.008066038,0.004,0.007444238,0.0046,0.008030973,0.191666667,0.014423077,0.004149425,0.013333333,0.003571429,0.004090909,0.007916667,0.004857143,0.0034
2022-08-22 16:12:20.551815025 +0000 UTC m=+44461.057769034,1661184740,0.010681818,0.003,0.008141026,0.0035,0.006901042,0.175,0.013658537,0.004066667,0.015454545,0.003,0.003333333,0.005,0.004,0.003
2022-08-22 16:13:20.422762599 +0000 UTC m=+44520.928716597,1661184800,0.009907407,0.003,0.008117761,0.006785714,0.006617647,0.175,0.015227273,0.005955882,0.015663265,0.0035,0.004142857,0.009166667,0.004272727,0.003857143
2022-08-22 16:14:20.365928121 +0000 UTC m=+44580.871882108,1661184860,0.0079,0.003,0.005523504,0.007,0.007637363,0.3125,0.009322917,0.004542857,0.011595745,0.004,0.003347826,0.007916667,0.004428571,0.004
2022-08-22 16:15:20.52698209 +0000 UTC m=+44641.032936070,1661184920,0.008928571,0.0034,0.007819383,0.004333333,0.015416667,0.625,0.012596154,0.004111111,0.016195652,0.004,0.003428571,0.01,0.02125,0.004666667
2022-08-22 16:16:20.517682775 +0000 UTC m=+44701.023636755,1661184980,0.009375,0.003,0.007366412,0.005,0.010227273,0.291666667,0.01328125,0.003938272,0.015510204,0.003,0.003695652,0.003,0.005,0.003
2022-08-22 16:17:20.446739144 +0000 UTC m=+44760.952693123,1661185040,0.008780488,0.003,0.007685547,0.003222222,0.00703271,0.2125,0.015833333,0.004220779,0.015307692,0.0035,0.003818182,0.008214286,0.0046,0.003222222
2022-08-22 16:18:20.457437167 +0000 UTC m=+44820.963391148,1661185100,0.012926829,0.004,0.009232955,0.004,0.007125,0.375,0.017826087,0.0061,0.016724138,0.003,0.004111111,0.0075,0.0046,0.0034
2022-08-22 16:19:20.575382271 +0000 UTC m=+44881.081336252,1661185160,0.008653846,0.003285714,0.00750817,0.006,0.008783186,0.19375,0.014864865,0.005367647,0.013883929,0.005,0.003818182,0.009,0.01,0.003666667
2022-08-22 16:20:20.546353006 +0000 UTC m=+44941.052307001,1661185220,0.008484848,0.003,0.006879921,0.003461538,0.006119792,0.175,0.010454545,0.003688172,0.012553191,0.003,0.00356,0.008676471,0.003846154,0.003285714
2022-08-22 16:21:20.411770376 +0000 UTC m=+45000.917724358,1661185280,0.009666667,0.003,0.008807339,0.006666667,0.007705224,0.2125,0.016223404,0.004616438,0.016145833,0.003666667,0.0038,0.00875,0.0375,0.003285714
2022-08-22 16:22:20.513572907 +0000 UTC m=+45061.019526888,1661185340,0.008,0.003,0.007086538,0.003666667,0.00784,0.2125,0.014038462,0.004102564,0.013681818,0.003,0.003608696,0.008125,0.0046,0.003
2022-08-22 16:23:20.82884415 +0000 UTC m=+45121.334798136,1661185400,0.009210526,0.003,0.008288462,0.006428571,0.007201835,0.175,0.01775,0.005895522,0.016136364,0.0035,0.003555556,0.0075,0.005625,0.003857143
2022-08-22 16:24:20.622390043 +0000 UTC m=+45181.128344072,1661185460,0.009285714,0.003,0.00834507,0.007083333,0.007903846,0.25,0.0145,0.00529661,0.014245283,0.0042,0.003545455,0.01,0.00625,0.003666667
2022-08-22 16:25:20.576743392 +0000 UTC m=+45241.082697381,1661185520,0.007828947,0.003666667,0.0071875,0.003666667,0.009326923,0.34375,0.016081081,0.004054054,0.012602041,0.005,0.003333333,0.005357143,0.071875,0.003
2022-08-22 16:26:20.527208302 +0000 UTC m=+45301.033162294,1661185580,0.009513889,0.003,0.008491561,0.003285714,0.00872093,0.0875,0.015961538,0.004932203,0.01615,0.005,0.004222222,0.00625,0.003571429,0.003
2022-08-22 16:27:20.724503263 +0000 UTC m=+45361.230457243,1661185640,0.008238636,0.003,0.006824324,0.005833333,0.007965116,0.175,0.01421875,0.005585938,0.013894231,0.0035,0.00375,0.007954545,0.004473684,0.003352941
2022-08-22 16:28:20.524012376 +0000 UTC m=+45421.029966380,1661185700,0.008918919,0.0034,0.007852273,0.00625,0.008065068,0.3125,0.011339286,0.005785714,0.0145,0.0034,0.004263158,0.00875,0.033333333,0.004
2022-08-22 16:29:20.462495815 +0000 UTC m=+45480.968449821,1661185760,0.008175676,0.003666667,0.007160326,0.0042,0.00723913,0.25,0.013040541,0.00412,0.011704545,0.003,0.003631579,0.01375,0.053571429,0.003285714
2022-08-22 16:30:20.709351116 +0000 UTC m=+45541.215305126,1661185820,0.00765,0.003,0.007626263,0.004076923,0.0065,0.175,0.014256757,0.004380282,0.011280488,0.0035,0.004375,0.008888889,0.004733333,0.003
2022-08-22 16:31:20.440525734 +0000 UTC m=+45600.946479743,1661185880,0.009765625,0.003,0.008122642,0.0034,0.009673913,0.225,0.014230769,0.005,0.015263158,0.003,0.003357143,0.005,0.0046,0.0034
2022-08-22 16:32:20.513971758 +0000 UTC m=+45661.019925738,1661185940,0.008967391,0.003,0.007749141,0.006,0.009182692,0.225,0.01423913,0.005269231,0.015409836,0.005,0.003941176,0.008,0.01,0.003666667
2022-08-22 16:33:20.656643645 +0000 UTC m=+45721.162597634,1661186000,0.009558824,0.003,0.008807471,0.003666667,0.008211538,0.375,0.015576923,0.006060606,0.016923077,0.003,0.004285714,0.0055,0.058333333,0.003
2022-08-22 16:34:20.689996778 +0000 UTC m=+45781.195950782,1661186060,0.0084375,0.003,0.007767094,0.003666667,0.008203883,0.25,0.013387097,0.004205882,0.014117647,0.003,0.003272727,0.006666667,0.0175,0.003
2022-08-22 16:35:20.714395723 +0000 UTC m=+45841.220349713,1661186120,0.008875,0.00375,0.007911074,0.005,0.012068966,0.375,0.012960526,0.004139241,0.016428571,0.004666667,0.003521739,0.008611111,0.00875,0.004666667
2022-08-22 16:36:20.70432492 +0000 UTC m=+45901.210278911,1661186180,0.008645833,0.003,0.007647059,0.006363636,0.008333333,0.175,0.015294118,0.0065,0.015286885,0.0042,0.0037,0.01075,0.004375,0.0042
2022-08-22 16:37:20.636149565 +0000 UTC m=+45961.142103545,1661186240,0.007790698,0.003,0.007409639,0.006,0.00752193,0.1,0.012578125,0.005901639,0.013920455,0.005,0.0037,0.013,0.025,0.003285714
2022-08-22 16:38:20.406240853 +0000 UTC m=+46020.912194841,1661186300,0.007848837,0.0035,0.00705036,0.005,0.005907258,0.0875,0.015535714,0.004484848,0.0125,0.0035,0.003941176,0.014285714,0.003923077,0.0035
2022-08-22 16:39:20.484752776 +0000 UTC m=+46080.990706768,1661186360,0.008703704,0.003,0.00775076,0.003666667,0.008163265,0.375,0.013662791,0.004253333,0.016805556,0.003,0.003636364,0.005,0.005,0.003
2022-08-22 16:40:20.556788137 +0000 UTC m=+46141.062742122,1661186420,0.009285714,0.003,0.008321555,0.0034,0.01,0.375,0.015853659,0.004476923,0.016206897,0.003,0.0042,0.007,0.0075,0.0034
2022-08-22 16:41:20.492000512 +0000 UTC m=+46200.997954516,1661186480,0.008536585,0.0034,0.007312253,0.00725,0.008070652,0.375,0.012368421,0.005515873,0.015054348,0.00625,0.00337037,0.008928571,0.004,0.005714286
2022-08-22 16:42:20.497120094 +0000 UTC m=+46261.003074073,1661186540,0.008988095,0.003285714,0.007923197,0.004555556,0.008137255,0.2125,0.014431818,0.006044304,0.015301724,0.0042,0.003666667,0.0075,0.004857143,0.003666667
2022-08-22 16:43:20.746062645 +0000 UTC m=+46321.252016634,1661186600,0.008522727,0.0035,0.007524834,0.004,0.007244898,0.19,0.013,0.004352941,0.014107143,0.003666667,0.004157895,0.009,0.025,0.00325
2022-08-22 16:44:20.62943475 +0000 UTC m=+46381.135388729,1661186660,0.01075,0.003,0.008427673,0.005,0.007057692,0.2125,0.01375,0.004396825,0.015961538,0.005,0.0034,0.0175,0.0035,0.003666667
2022-08-22 16:45:20.769965404 +0000 UTC m=+46441.275919413,1661186720,0.008378378,0.003,0.007367958,0.003,0.008072034,0.2,0.0175,0.004661538,0.013962264,0.003,0.003545455,0.0075,0.005,0.0035
2022-08-22 16:46:20.65125536 +0000 UTC m=+46501.157209339,1661186780,0.007653061,0.003,0.006859244,0.006875,0.008190299,0.25,0.010535714,0.005454545,0.0128125,0.005,0.003190476,0.01125,0.004,0.003
2022-08-22 16:47:20.656200524 +0000 UTC m=+46561.162154522,1661186840,0.008897059,0.003,0.00796,0.0055,0.00847561,0.2125,0.016875,0.005625,0.014861111,0.00325,0.004375,0.009642857,0.02,0.003571429
2022-08-22 16:48:20.59504637 +0000 UTC m=+46621.101000363,1661186900,0.009568966,0.0035,0.008021654,0.007,0.009139785,0.25,0.014539474,0.004027778,0.014468085,0.005833333,0.003521739,0.0075,0.005,0.003857143
2022-08-22 16:49:20.464435537 +0000 UTC m=+46680.970389516,1661186960,0.012616279,0.0034,0.009330986,0.004428571,0.007766667,0.175,0.014852941,0.004964912,0.016169355,0.0034,0.0055,0.008333333,0.0046,0.0034
2022-08-22 16:50:20.631136495 +0000 UTC m=+46741.137090484,1661187020,0.008716216,0.005,0.008350694,0.00625,0.007734375,0.175,0.017125,0.005992647,0.015921053,0.003,0.004428571,0.0125,0.0036,0.003
2022-08-22 16:51:20.392055686 +0000 UTC m=+46800.898009671,1661187080,0.008642857,0.003,0.007986726,0.0075,0.007924528,0.2,0.016585366,0.005889831,0.014669811,0.003,0.004571429,0.01,0.004,0.005
2022-08-22 16:52:20.469477752 +0000 UTC m=+46860.975431743,1661187140,0.009027778,0.004,0.007684295,0.004,0.0115,0.35,0.014662162,0.004324675,0.015685484,0.004,0.00337037,0.01,0.07,0.003181818
2022-08-22 16:53:20.421260136 +0000 UTC m=+46920.927214115,1661187200,0.008597561,0.003,0.0075,0.006666667,0.00877551,0.25,0.01,0.00376087,0.014655172,0.004,0.003761905,0.009375,0.0175,0.004
2022-08-22 16:54:20.757108337 +0000 UTC m=+46981.263062325,1661187260,0.009166667,0.003,0.007994881,0.0046,0.008214286,0.333333333,0.015166667,0.0049375,0.015909091,0.004333333,0.003947368,0.007954545,0.033333333,0.0035
